n_ID	s_NAME	n_QUATITY_STACK
3399	Justice Crystal Lv.8	1
3400	Weapon Crystal Lv.8	1
3401	Wrestle Crystal Lv.8	1
3402	Confrontation Crystal Lv.8	1
3403	Outcome Crystal Lv.8	1
3404	Declare War Crystal Lv.8	1
3405	Coercion Crystal Lv.8	1
3406	Horror Crystal Lv.8	1
3407	Tight Crystal Lv.8	1
3408	Violence Crystal Lv.8	1
3409	Blood Crystal Lv.8	1
3410	Madness Crystal Lv.8	1
3411	Poor Soldier Crystal Lv.8	1
3412	Biochemistry Crystal Lv.8	1
3413	Kill Crystal Lv.8	1
3414	Defeat Crystal Lv.8	1
3415	Modivid Crystal Lv.8	1
3416	Protect Crystal Lv.8	1
3417	Fort Crystal Lv.8	1
3418	Imperial Crystal Lv.8	1
3419	Aversion Crystal Lv.8	1
3420	Cache Crystal Lv.8	1
3421	Predator Crystal Lv.8	1
3422	Cushion Crystal Lv.8	1
3423	Warn Crystal Lv.8	1
3424	Monitoring Crystal Lv.8	1
3425	Guard Crystal Lv.8	1
3426	Appease Crystal Lv.8	1
3427	Thunder Crystal Lv.8	1
3428	Sanction Crystal Lv.8	1
3429	Territory Crystal Lv.8	1
3430	Lockout Crystal Lv.8	1
3431	Chain Ring Crystal Lv.8	1
3432	One Heart Crystal Lv.8	1
3433	Border Crystal Lv.8	1
3434	Wilderness Crystal Lv.8	1
3435	Improve Crystal Lv.8	1
3436	Familiar Crystal Lv.8	1
3437	Fracture Crystal Lv.8	1
3438	Security Crystal Lv.8	1
3439	Ministry Crystal Lv.8	1
3440	Compete Crystal Lv.8	1
3441	Calm Crystal Lv.8	1
3442	Guide Crystal Lv.8	1
3443	Safe Crystal Lv.8	1
3444	Inspiration Crystal Lv.8	1
3445	Sober Crystal Lv.8	1
3446	Silent Crystal Lv.8	1
3447	Superiority Crystal Lv.8	1
3448	Curtain Night Crystal Lv.8	1
3449	Hope Crystal Lv.8	1
3450	Support Crystal Lv.8	1
3451	Eternal Crystal Lv.8	1
3452	Intervene Crystal Lv.8	1
3453	War Crystal Lv.9	1
3454	Flame Crystal Lv.9	1
3455	Turmoil Crystal Lv.9	1
3456	Wrangle Crystal Lv.9	1
3457	Justice Crystal Lv.9	1
3458	Weapon Crystal Lv.9	1
3459	Wrestle Crystal Lv.9	1
3460	Confrontation Crystal Lv.9	1
3461	Outcome Crystal Lv.9	1
3462	Declare War Crystal Lv.9	1
3463	Coercion Crystal Lv.9	1
3464	Horror Crystal Lv.9	1
3465	Tight Crystal Lv.9	1
3466	Violence Crystal Lv.9	1
3467	Blood Crystal Lv.9	1
3468	Madness Crystal Lv.9	1
3469	Poor Soldier Crystal Lv.9	1
3470	Biochemistry Crystal Lv.9	1
3471	Kill Crystal Lv.9	1
3472	Defeat Crystal Lv.9	1
3473	Modivid Crystal Lv.9	1
3474	Protect Crystal Lv.9	1
3475	Fort Crystal Lv.9	1
3476	Imperial Crystal Lv.9	1
3477	Aversion Crystal Lv.9	1
3478	Cache Crystal Lv.9	1
3479	Predator Crystal Lv.9	1
3480	Cushion Crystal Lv.9	1
3481	Warn Crystal Lv.9	1
3482	Monitoring Crystal Lv.9	1
3483	Guard Crystal Lv.9	1
3484	Appease Crystal Lv.9	1
3485	Thunder Crystal Lv.9	1
3486	Sanction Crystal Lv.9	1
3487	Territory Crystal Lv.9	1
3488	Lockout Crystal Lv.9	1
3489	Chain Ring Crystal Lv.9	1
3490	One Heart Crystal Lv.9	1
3491	Border Crystal Lv.9	1
3492	Wilderness Crystal Lv.9	1
3493	Improve Crystal Lv.9	1
3494	Familiar Crystal Lv.9	1
3495	Fracture Crystal Lv.9	1
3496	Security Crystal Lv.9	1
3497	Ministry Crystal Lv.9	1
3498	Compete Crystal Lv.9	1
3499	Calm Crystal Lv.9	1
3500	Guide Crystal Lv.9	1
3501	Safe Crystal Lv.9	1
3502	Inspiration Crystal Lv.9	1
3503	Sober Crystal Lv.9	1
3504	Silent Crystal Lv.9	1
3505	Superiority Crystal Lv.9	1
3506	Curtain Night Crystal Lv.9	1
3507	Hope Crystal Lv.9	1
3508	Support Crystal Lv.9	1
3509	Eternal Crystal Lv.9	1
3510	Intervene Crystal Lv.9	1
3511	Enticement Crystal Lv.1	1
3512	Instruction Crystal Lv.1	1
3513	Enticement Crystal Lv.2	1
3514	Instruction Crystal Lv.2	1
3515	Enticement Crystal Lv.3	1
3516	Instruction Crystal Lv.3	1
3517	Enticement Crystal Lv.4	1
3518	Instruction Crystal Lv.4	1
3519	Enticement Crystal Lv.5	1
3520	Instruction Crystal Lv.5	1
3521	Enticement Crystal Lv.6	1
3522	Instruction Crystal Lv.6	1
3523	Enticement Crystal Lv.7	1
3524	Instruction Crystal Lv.7	1
3525	Enticement Crystal Lv.8	1
3526	Instruction Crystal Lv.8	1
3527	Enticement Crystal Lv.9	1
3528	Instruction Crystal Lv.9	1
4901	Original Sin Power_Greed	1
4902	Original Sin Power_Greed	1
5001	Guawa Guess Fun	25
5501	Soul Companion Guide(Female)	1
5502	Soul Companion Guide(Male)	1
5503	Original Sin Stone	25
5511	Holmes Telescope	1
5512	Holmes Telescope	1
5513	Holmes Telescope	1
5514	Holmes Telescope	1
5515	Holmes Telescope	1
5516	Pirates Chart	1
5517	Devil Broken Tooth	25
5518	Tormentor Heart	25
5521	Warrior Way: Sincere Volume	1
5522	Warrior Way: Reputation Volume	1
5523	Warrior Way: Loyal Volume	1
5524	Warrior Way: Subdue Volume	1
5525	Wolf Soul: Hunting Chapter	1
5526	Wolf Soul: Hunt Chapter	1
5527	Wolf Soul: Mad Chapter	1
5528	Wolf Soul: Turmoil Chapter	1
5529	Wolf Soul: Fierce Chapter	1
5530	Wolf Soul: Evil Chapter	1
5531	Wolf Soul: Violent Chapter	1
5532	Wolf Soul: Against Chapter	1
5533	Wolf Soul: Free Chapter	1
5534	Red Truth Rose	1
5535	Sincerely White Lily	1
5536	Companion Test Gauntlet	1
5537	Companion Test Gauntlet	1
5538	Wolf Soul: Fight Chapter	1
5539	Wolf Soul: Battle Chapter	1
5540	Letter To Santa	1
5541	Passion Chocolate	1
5542	Milk Chocolate	1
5543	Dark Chocolate	1
5544	Chocolate Fudge	1
5545	Liqueur Chocolate	1
5601	Hammer of Judgment Treasure Trail	1
5602	Poseidon servant Treasure Trail	1
5603	Ancyn Grip Treasure Trail	1
5604	Lydiana Melody Treasure Trail	1
5605	Treasure Hunter Bag Treasure Trail	1
5606	Night  Evilteeth Treasure Trail	1
5607	Assault Boat Key Treasure Trail	1
5608	Judge Certificate Treasure Trail	1
5609	Poseidon Instrument Treasure Trail	1
5610	Companion Amaze Adventure	1
5611	Companion Amaze Adventure	1
5612	Companion Amaze Adventure	1
5613	Companion Amaze Adventure	1
6002	M Gu	1
6004	Ivah	1
6007	Gobao	1
6021	Nalu Sase	1
6024	Cale	1
6030	Tuna	1
6033	Croseyes	1
6034	Olivia	1
6035	Elizabeth	1
6043	Yan Yuzi	1
6044	Khayredin	1
6045	Odyssey	1
6046	Flying Yellow Duck	1
6101	Wilbur Wolf	1
6201	Elizabeth (ver.x'mas)	1
6999	Unknown Crew	1
7001	Fur seal	1
7002	Sediment Wolf	1
7003	Blind Hound	1
7004	Exotic Demon Wolf	1
7005	Red Flame Demon Wolf	1
7006	Two Horns Tiger	1
7007	Purple Flame Lion	1
7008	Jungle Tiger	1
7009	Dark Roast Lion	1
7010	Blue Tiger	1
7011	Ned King Kong	1
7012	Polar ape	1
7013	Wild ape	1
7014	Hell King Kong	1
7015	Ward Kingkong	1
7016	Zombie baboon	1
7017	Greenwood Magic Flower	1
7018	Fire magic	1
7019	Toxic Vine	1
7020	End date Flower	1
7021	Charm Felvine	1
7022	Mountain Deer	1
7023	Sparkler Antelope	1
7024	Flame Mountains deer	1
7025	Polar deer	1
7026	Prairie deer	1
7027	Nightmare Claw beast	1
7028	Rock turtle	1
7029	Sand dragon	1
7030	Purple turtle	1
7031	Earth Flame Dragon	1
7032	Swamp Tortoise	1
7033	Iceberg Turtle	1
7034	Desert Eagle	1
7035	Blood red eagle	1
7036	Forest Green Eagle	1
7037	Razor Blackhawk	1
7038	Steel blade Eagle	1
7039	lenka	1
7040	Raspberry Bibi	1
7041	Flying Rat Sapphire	1
7042	Remains Bibi	1
7043	Crystal Bibi	1
7044	Navy Two Tripods	1
7045	Protect City Mech	1
7046	Navy Tiger Mech	1
7047	Pirates blitz Mech	1
7048	Air Thief Meteor Mech	1
7049	Navy guns Mech	1
7050	Fire Euglena	1
7051	Crusty Bone Fish	1
7052	Jade Euglena	1
7053	Craig Firebird	1
7054	Ominous Bird	1
7055	Angel Sheep	1
7056	Blue Sea Snake	1
7057	Sharp snake poison ivy	1
7058	Red Flame Creeper	1
7059	Phantom Demon Snake	1
7060	Temple Snake	1
7061	Snail	1
7062	Deep Sea Snail	1
7063	Flash Snail	1
7064	Fighting Fish soldier	1
7065	Gentry Platypus	1
7066	Scythe beetle	1
7067	Sunry beetle	1
7068	Blue Beetle	1
7069	Thorn Hammer Bee	1
7070	Red blood Bee	1
7071	Sea Phantom	1
7072	Nelson	1
7073	Odyssey	1
7074	Plato	1
7075	Jason	1
7076	Medea	1
7077	Drake	1
7078	Siren	1
7079	Rosemary	1
7080	Angelina	1
7081	Bismarck	1
7082	Isoroku Yamamoto	1
7083	Columbus	1
7084	Magellan	1
7085	Angel of Death	1
7086	Juoda	1
7087	Rosie Antelope	1
7088	Pumpkin Ghost	1
7089	Skeleton Seaman	1
7090	Christmas Elf-Warm	1
7091	Christmas Elf-Pretty	1
7092	Romantic Lover	1
7093	Pink Beauty	1
7999	Unknown Pet	1
8001	Blind Hound	1
8002	Plain Jerboa	1
8003	Wave Dragon Horse	1
8005	Caille Assault boat	1
8006	Purple Flame Lion	1
8007	Test Plain Jerboa	1
8008	Yellow Duck(30 Day)	1
8010	Unicorn	1
8012	Red Flame Demon Wolf	1
8013	Yellow Duck	1
8014	Christmas Elk	1
8990	Unknown Mounts	1
93001	War Crystal Lv.1	1
93002	Flame Crystal Lv.1	1
93003	Turmoil Crystal Lv.1	1
93004	Wrangle Crystal Lv.1	1
93005	Justice Crystal Lv.1	1
93006	Weapon Crystal Lv.1	1
93007	Wrestle Crystal Lv.1	1
93008	Confrontation Crystal Lv.1	1
93009	Outcome Crystal Lv.1	1
93010	Declare War Crystal Lv.1	1
93011	Coercion Crystal Lv.1	1
93012	Horror Crystal Lv.1	1
93013	Tight Crystal Lv.1	1
93014	Violence Crystal Lv.1	1
93015	Blood Crystal Lv.1	1
93016	Madness Crystal Lv.1	1
93017	Poor Soldier Crystal Lv.1	1
93018	Biochemistry Crystal Lv.1	1
93019	Modivid Crystal Lv.1	1
93020	Protect Crystal Lv.1	1
93021	Fort Crystal Lv.1	1
93022	Imperial Crystal Lv.1	1
93023	Aversion Crystal Lv.1	1
93024	Cache Crystal Lv.1	1
93025	Predator Crystal Lv.1	1
93026	Cushion Crystal Lv.1	1
93027	Warn Crystal Lv.1	1
93028	Monitoring Crystal Lv.1	1
93029	Guard Crystal Lv.1	1
93030	Appease Crystal Lv.1	1
93031	Thunder Crystal Lv.1	1
93032	Sanction Crystal Lv.1	1
93033	Territory Crystal Lv.1	1
93034	Lockout Crystal Lv.1	1
93035	Chain Ring Crystal Lv.1	1
93036	One Heart Crystal Lv.1	1
93037	Improve Crystal Lv.1	1
93038	Familiar Crystal Lv.1	1
93039	Fracture Crystal Lv.1	1
93040	Security Crystal Lv.1	1
93041	Ministry Crystal Lv.1	1
93042	Compete Crystal Lv.1	1
93043	Calm Crystal Lv.1	1
93044	Guide Crystal Lv.1	1
93045	Safe Crystal Lv.1	1
93046	Inspiration Crystal Lv.1	1
93047	Sober Crystal Lv.1	1
93048	Silent Crystal Lv.1	1
93049	Superiority Crystal Lv.1	1
93050	Curtain Night Crystal Lv.1	1
93051	Hope Crystal Lv.1	1
93052	Support Crystal Lv.1	1
93053	War Crystal Lv.2	1
93054	Flame Crystal Lv.2	1
93055	Turmoil Crystal Lv.2	1
93056	Wrangle Crystal Lv.2	1
93057	Justice Crystal Lv.2	1
93058	Weapon Crystal Lv.2	1
93059	Wrestle Crystal Lv.2	1
93060	Confrontation Crystal Lv.2	1
93061	Outcome Crystal Lv.2	1
93062	Declare War Crystal Lv.2	1
93063	Coercion Crystal Lv.2	1
93064	Horror Crystal Lv.2	1
93065	Tight Crystal Lv.2	1
93066	Violence Crystal Lv.2	1
93067	Blood Crystal Lv.2	1
93068	Madness Crystal Lv.2	1
93069	Poor Soldier Crystal Lv.2	1
93070	Biochemistry Crystal Lv.2	1
93071	Modivid Crystal Lv.2	1
93072	Protect Crystal Lv.2	1
93073	Fort Crystal Lv.2	1
93074	Imperial Lv.2 Crystal Lv.2	1
93075	Aversion Crystal Lv.2	1
93076	Cache Crystal Lv.2	1
93077	Predator Crystal Lv.2	1
93078	Cushion Crystal Lv.2	1
93079	Warn Crystal Lv.2	1
93080	Monitoring Crystal Lv.2	1
93081	Guard Crystal Lv.2	1
93082	Appease Crystal Lv.2	1
93083	Thunder Crystal Lv.2	1
93084	Sanction Crystal Lv.2	1
93085	Territory Crystal Lv.2	1
93086	Lockout Crystal Lv.2	1
93087	Chain Ring Crystal Lv.2	1
93088	One Heart Crystal Lv.2	1
93089	Improve Crystal Lv.2	1
93090	Familiar Crystal Lv.2	1
93091	Fracture Crystal Lv.2	1
93092	Security Crystal Lv.2	1
93093	Ministry Crystal Lv.2	1
93094	Compete Crystal Lv.2	1
93095	Cal Lv.2m Crystal Lv.2	1
93096	Guide Crystal Lv.2	1
93097	Safe Crystal Lv.2	1
93098	Inspiration Crystal Lv.2	1
93099	Sober Crystal Lv.2	1
93100	Silent Crystal Lv.2	1
93101	Superiority Crystal Lv.2	1
93102	Curtain Night Crystal Lv.2	1
93103	Hope Crystal Lv.2	1
93104	Support Crystal Lv.2	1
93105	War Crystal Lv.3	1
93106	Flame Crystal Lv.3	1
93107	Turmoil Crystal Lv.3	1
93108	Wrangle Crystal Lv.3	1
93109	Justice Crystal Lv.3	1
93110	Weapon Crystal Lv.3	1
93111	Wrestle Crystal Lv.3	1
93112	Confrontation Crystal Lv.3	1
93113	Outcome Crystal Lv.3	1
93114	Declare War Crystal Lv.3	1
93115	Coercion Crystal Lv.3	1
93116	Horror Crystal Lv.3	1
93117	Tight Crystal Lv.3	1
93118	Violence Crystal Lv.3	1
93119	Blood Crystal Lv.3	1
93120	Madness Crystal Lv.3	1
93121	Poor Soldier Crystal Lv.3	1
93122	Biochemistry Crystal Lv.3	1
93123	Kill Crystal Lv.3	1
93124	Defeat Crystal Lv.3	1
93125	Modivid Crystal Lv.3	1
93126	Protect Crystal Lv.3	1
93127	Fort Crystal Lv.3	1
93128	Imperial Lv.3 Crystal Lv.3	1
93129	Aversion Crystal Lv.3	1
93130	Cache Crystal Lv.3	1
93131	Predator Crystal Lv.3	1
93132	Cushion Crystal Lv.3	1
93133	Warn Crystal Lv.3	1
93134	Monitoring Crystal Lv.3	1
93135	Guard Crystal Lv.3	1
93136	Appease Crystal Lv.3	1
93137	Thunder Crystal Lv.3	1
93138	Sanction Crystal Lv.3	1
93139	Territory Crystal Lv.3	1
93140	Lockout Crystal Lv.3	1
93141	Chain Ring Crystal Lv.3	1
93142	One Heart Crystal Lv.3	1
93143	Border Crystal Lv.3	1
93144	Wilderness Crystal Lv.3	1
93145	Improve Crystal Lv.3	1
93146	Familiar Crystal Lv.3	1
93147	Fracture Crystal Lv.3	1
93148	Security Crystal Lv.3	1
93149	Ministry Crystal Lv.3	1
93150	Compete Crystal Lv.3	1
93151	Cal Lv.3m Crystal Lv.3	1
93152	Guide Crystal Lv.3	1
93153	Safe Crystal Lv.3	1
93154	Inspiration Crystal Lv.3	1
93155	Sober Crystal Lv.3	1
93156	Silent Crystal Lv.3	1
93157	Superiority Crystal Lv.3	1
93158	Curtain Night Crystal Lv.3	1
93159	Hope Crystal Lv.3	1
93160	Support Crystal Lv.3	1
93161	Eternal Lv.3 Crystal Lv.3	1
93162	Intervene Crystal Lv.3	1
93163	War Crystal Lv.4	1
93164	Flame Crystal Lv.4	1
93165	Turmoil Crystal Lv.4	1
93166	Wrangle Crystal Lv.4	1
93167	Justice Crystal Lv.4	1
93168	Weapon Crystal Lv.4	1
93169	Wrestle Crystal Lv.4	1
93170	Confrontation Crystal Lv.4	1
93171	Outcome Crystal Lv.4	1
93172	Declare War Crystal Lv.4	1
93173	Coercion Crystal Lv.4	1
93174	Horror Crystal Lv.4	1
93175	Tight Crystal Lv.4	1
93176	Violence Crystal Lv.4	1
93177	Blood Crystal Lv.4	1
93178	Madness Crystal Lv.4	1
93179	Poor Soldier Crystal Lv.4	1
93180	Biochemistry Crystal Lv.4	1
93181	Kill Crystal Lv.4	1
93182	Defeat Crystal Lv.4	1
93183	Modivid Crystal Lv.4	1
93184	Protect Crystal Lv.4	1
93185	Fort Crystal Lv.4	1
93186	Imperial Lv.4 Crystal Lv.4	1
93187	Aversion Crystal Lv.4	1
93188	Cache Crystal Lv.4	1
93189	Predator Crystal Lv.4	1
93190	Cushion Crystal Lv.4	1
93191	Warn Crystal Lv.4	1
93192	Monitoring Crystal Lv.4	1
93193	Guard Crystal Lv.4	1
93194	Appease Crystal Lv.4	1
93195	Thunder Crystal Lv.4	1
93196	Sanction Crystal Lv.4	1
93197	Territory Crystal Lv.4	1
93198	Lockout Crystal Lv.4	1
93199	Chain Ring Crystal Lv.4	1
93200	One Heart Crystal Lv.4	1
93201	Border Crystal Lv.4	1
93202	Wilderness Crystal Lv.4	1
93203	Improve Crystal Lv.4	1
93204	Familiar Crystal Lv.4	1
93205	Fracture Crystal Lv.4	1
93206	Security Crystal Lv.4	1
93207	Ministry Crystal Lv.4	1
93208	Compete Crystal Lv.4	1
93209	Cal Lv.4m Crystal Lv.4	1
93210	Guide Crystal Lv.4	1
93211	Safe Crystal Lv.4	1
93212	Inspiration Crystal Lv.4	1
93213	Sober Crystal Lv.4	1
93214	Silent Crystal Lv.4	1
93215	Superiority Crystal Lv.4	1
93216	Curtain Night Crystal Lv.4	1
93217	Hope Crystal Lv.4	1
93218	Support Crystal Lv.4	1
93219	Eternal Lv.4 Crystal Lv.4	1
93220	Intervene Crystal Lv.4	1
93221	War Crystal Lv.5	1
93222	Flame Crystal Lv.5	1
93223	Turmoil Crystal Lv.5	1
93224	Wrangle Crystal Lv.5	1
93225	Justice Crystal Lv.5	1
93226	Weapon Crystal Lv.5	1
93227	Wrestle Crystal Lv.5	1
93228	Confrontation Crystal Lv.5	1
93229	Outcome Crystal Lv.5	1
93230	Declare War Crystal Lv.5	1
93231	Coercion Crystal Lv.5	1
93232	Horror Crystal Lv.5	1
93233	Tight Crystal Lv.5	1
93234	Violence Crystal Lv.5	1
93235	Blood Crystal Lv.5	1
93236	Madness Crystal Lv.5	1
93237	Poor Soldier Crystal Lv.5	1
93238	Biochemistry Crystal Lv.5	1
93239	Kill Crystal Lv.5	1
93240	Defeat Crystal Lv.5	1
93241	Modivid Crystal Lv.5	1
93242	Protect Crystal Lv.5	1
93243	Fort Crystal Lv.5	1
93244	Imperial Lv.5 Crystal Lv.5	1
93245	Aversion Crystal Lv.5	1
93246	Cache Crystal Lv.5	1
93247	Predator Crystal Lv.5	1
93248	Cushion Crystal Lv.5	1
93249	Warn Crystal Lv.5	1
93250	Monitoring Crystal Lv.5	1
93251	Guard Crystal Lv.5	1
93252	Appease Crystal Lv.5	1
93253	Thunder Crystal Lv.5	1
93254	Sanction Crystal Lv.5	1
93255	Territory Crystal Lv.5	1
93256	Lockout Crystal Lv.5	1
93257	Chain Ring Crystal Lv.5	1
93258	One Heart Crystal Lv.5	1
93259	Border Crystal Lv.5	1
93260	Wilderness Crystal Lv.5	1
93261	Improve Crystal Lv.5	1
93262	Familiar Crystal Lv.5	1
93263	Fracture Crystal Lv.5	1
93264	Security Crystal Lv.5	1
93265	Ministry Crystal Lv.5	1
93266	Compete Crystal Lv.5	1
93267	Cal Lv.5m Crystal Lv.5	1
93268	Guide Crystal Lv.5	1
93269	Safe Crystal Lv.5	1
93270	Inspiration Crystal Lv.5	1
93271	Sober Crystal Lv.5	1
93272	Silent Crystal Lv.5	1
93273	Superiority Crystal Lv.5	1
93274	Curtain Night Crystal Lv.5	1
93275	Hope Crystal Lv.5	1
93276	Support Crystal Lv.5	1
93277	Eternal Lv.5 Crystal Lv.5	1
93278	Intervene Crystal Lv.5	1
93279	War Crystal Lv.6	1
93280	Flame Crystal Lv.6	1
93281	Turmoil Crystal Lv.6	1
93282	Wrangle Crystal Lv.6	1
93283	Justice Crystal Lv.6	1
93284	Weapon Crystal Lv.6	1
93285	Wrestle Crystal Lv.6	1
93286	Confrontation Crystal Lv.6	1
93287	Outcome Crystal Lv.6	1
93288	Declare War Crystal Lv.6	1
93289	Coercion Crystal Lv.6	1
93290	Horror Crystal Lv.6	1
93291	Tight Crystal Lv.6	1
93292	Violence Crystal Lv.6	1
93293	Blood Crystal Lv.6	1
93294	Madness Crystal Lv.6	1
93295	Poor Soldier Crystal Lv.6	1
93296	Biochemistry Crystal Lv.6	1
93297	Kill Crystal Lv.6	1
93298	Defeat Crystal Lv.6	1
93299	Modivid Crystal Lv.6	1
93300	Protect Crystal Lv.6	1
93301	Fort Crystal Lv.6	1
93302	Imperial Lv.6 Crystal Lv.6	1
93303	Aversion Crystal Lv.6	1
93304	Cache Crystal Lv.6	1
93305	Predator Crystal Lv.6	1
93306	Cushion Crystal Lv.6	1
93307	Warn Crystal Lv.6	1
93308	Monitoring Crystal Lv.6	1
93309	Guard Crystal Lv.6	1
93310	Appease Crystal Lv.6	1
93311	Thunder Crystal Lv.6	1
93312	Sanction Crystal Lv.6	1
93313	Territory Crystal Lv.6	1
93314	Lockout Crystal Lv.6	1
93315	Chain Ring Crystal Lv.6	1
93316	One Heart Crystal Lv.6	1
93317	Border Crystal Lv.6	1
93318	Wilderness Crystal Lv.6	1
93319	Improve Crystal Lv.6	1
93320	Familiar Crystal Lv.6	1
93321	Fracture Crystal Lv.6	1
93322	Security Crystal Lv.6	1
93323	Ministry Crystal Lv.6	1
93324	Compete Crystal Lv.6	1
93325	Cal Lv.6m Crystal Lv.6	1
93326	Guide Crystal Lv.6	1
93327	Safe Crystal Lv.6	1
93328	Inspiration Crystal Lv.6	1
93329	Sober Crystal Lv.6	1
93330	Silent Crystal Lv.6	1
93331	Superiority Crystal Lv.6	1
93332	Curtain Night Crystal Lv.6	1
93333	Hope Crystal Lv.6	1
93334	Support Crystal Lv.6	1
93335	Eternal Lv.6 Crystal Lv.6	1
93336	Intervene Crystal Lv.6	1
93337	War Crystal Lv.7	1
93338	Flame Crystal Lv.7	1
93339	Turmoil Crystal Lv.7	1
93340	Wrangle Crystal Lv.7	1
93341	Justice Crystal Lv.7	1
93342	Weapon Crystal Lv.7	1
93343	Wrestle Crystal Lv.7	1
93344	Confrontation Crystal Lv.7	1
93345	Outcome Crystal Lv.7	1
93346	Declare War Crystal Lv.7	1
93347	Coercion Crystal Lv.7	1
93348	Horror Crystal Lv.7	1
93349	Tight Crystal Lv.7	1
93350	Violence Crystal Lv.7	1
93351	Blood Crystal Lv.7	1
93352	Madness Crystal Lv.7	1
93353	Poor Soldier Crystal Lv.7	1
93354	Biochemistry Crystal Lv.7	1
93355	Kill Crystal Lv.7	1
93356	Defeat Crystal Lv.7	1
93357	Modivid Crystal Lv.7	1
93358	Protect Crystal Lv.7	1
93359	Fort Crystal Lv.7	1
93360	Imperial Lv.7 Crystal Lv.7	1
93361	Aversion Crystal Lv.7	1
93362	Cache Crystal Lv.7	1
93363	Predator Crystal Lv.7	1
93364	Cushion Crystal Lv.7	1
93365	Warn Crystal Lv.7	1
93366	Monitoring Crystal Lv.7	1
93367	Guard Crystal Lv.7	1
93368	Appease Crystal Lv.7	1
93369	Thunder Crystal Lv.7	1
93370	Sanction Crystal Lv.7	1
93371	Territory Crystal Lv.7	1
93372	Lockout Crystal Lv.7	1
93373	Chain Ring Crystal Lv.7	1
93374	One Heart Crystal Lv.7	1
93375	Border Crystal Lv.7	1
93376	Wilderness Crystal Lv.7	1
93377	Improve Crystal Lv.7	1
93378	Familiar Crystal Lv.7	1
93379	Fracture Crystal Lv.7	1
93380	Security Crystal Lv.7	1
93381	Ministry Crystal Lv.7	1
93382	Compete Crystal Lv.7	1
93383	Cal Lv.7m Crystal Lv.7	1
93384	Guide Crystal Lv.7	1
93385	Safe Crystal Lv.7	1
93386	Inspiration Crystal Lv.7	1
93387	Sober Crystal Lv.7	1
93388	Silent Crystal Lv.7	1
93389	Superiority Crystal Lv.7	1
93390	Curtain Night Crystal Lv.7	1
93391	Hope Crystal Lv.7	1
93392	Support Crystal Lv.7	1
93393	Eternal Lv.7 Crystal Lv.7	1
93394	Intervene Crystal Lv.7	1
93395	War Crystal Lv.8	1
93396	Flame Crystal Lv.8	1
93397	Turmoil Crystal Lv.8	1
93398	Wrangle Crystal Lv.8	1
93399	Justice Crystal Lv.8	1
93400	Weapon Crystal Lv.8	1
93401	Wrestle Crystal Lv.8	1
93402	Confrontation Crystal Lv.8	1
93403	Outcome Crystal Lv.8	1
93404	Declare War Crystal Lv.8	1
93405	Coercion Crystal Lv.8	1
93406	Horror Crystal Lv.8	1
93407	Tight Crystal Lv.8	1
93408	Violence Crystal Lv.8	1
93409	Blood Crystal Lv.8	1
93410	Madness Crystal Lv.8	1
93411	Poor Soldier Crystal Lv.8	1
93412	Biochemistry Crystal Lv.8	1
93413	Kill Crystal Lv.8	1
93414	Defeat Crystal Lv.8	1
93415	Modivid Crystal Lv.8	1
93416	Protect Crystal Lv.8	1
93417	Fort Crystal Lv.8	1
93418	Imperial Lv.8 Crystal Lv.8	1
93419	Aversion Crystal Lv.8	1
93420	Cache Crystal Lv.8	1
93421	Predator Crystal Lv.8	1
93422	Cushion Crystal Lv.8	1
93423	Warn Crystal Lv.8	1
93424	Monitoring Crystal Lv.8	1
93425	Guard Crystal Lv.8	1
93426	Appease Crystal Lv.8	1
93427	Thunder Crystal Lv.8	1
93428	Sanction Crystal Lv.8	1
93429	Territory Crystal Lv.8	1
93430	Lockout Crystal Lv.8	1
93431	Chain Ring Crystal Lv.8	1
93432	One Heart Crystal Lv.8	1
93433	Border Crystal Lv.8	1
93434	Wilderness Crystal Lv.8	1
93435	Improve Crystal Lv.8	1
93436	Familiar Crystal Lv.8	1
93437	Fracture Crystal Lv.8	1
93438	Security Crystal Lv.8	1
93439	Ministry Crystal Lv.8	1
93440	Compete Crystal Lv.8	1
93441	Cal Lv.8m Crystal Lv.8	1
93442	Guide Crystal Lv.8	1
93443	Safe Crystal Lv.8	1
93444	Inspiration Crystal Lv.8	1
93445	Sober Crystal Lv.8	1
93446	Silent Crystal Lv.8	1
93447	Superiority Crystal Lv.8	1
93448	Curtain Night Crystal Lv.8	1
93449	Hope Crystal Lv.8	1
93450	Support Crystal Lv.8	1
93451	Eternal Lv.8 Crystal Lv.8	1
93452	Intervene Crystal Lv.8	1
93453	War Crystal Lv.9	1
93454	Flame Crystal Lv.9	1
93455	Turmoil Crystal Lv.9	1
93456	Wrangle Crystal Lv.9	1
93457	Justice Crystal Lv.9	1
93458	Weapon Crystal Lv.9	1
93459	Wrestle Crystal Lv.9	1
93460	Confrontation Crystal Lv.9	1
93461	Outcome Crystal Lv.9	1
93462	Declare War Crystal Lv.9	1
93463	Coercion Crystal Lv.9	1
93464	Horror Crystal Lv.9	1
93465	Tight Crystal Lv.9	1
93466	Violence Crystal Lv.9	1
93467	Blood Crystal Lv.9	1
93468	Madness Crystal Lv.9	1
93469	Poor Soldier Crystal Lv.9	1
93470	Biochemistry Crystal Lv.9	1
93471	Kill Crystal Lv.9	1
93472	Defeat Crystal Lv.9	1
