n_ID	s_NAME	n_QUATITY_STACK
8001	Fragment-Fall Sun	1
8002	Fragment-Rough Sea Fortress	1
8003	Fragment-Poseidon Hall	1
8004	Fragment-Kraken Lair	1
8005	Fragment-Doom Church	1
8006	Fragment-Hell Trial	1
8007	Fragment-Skyfire Tower	1
9015	PK Equipment Box	1
10001	Admiral-Headdress	1
10002	Admiral-Armor	1
10003	Admiral-Legging	1
10004	Splendid Yuppie-Headdress	1
10005	Splendid Yuppie-Armor	1
10006	Splendid Yuppie-Legging	1
10007	Round Red Day-Headdress	1
10008	Round Red Day-Armor	1
10009	Round Red Day-Legging	1
10010	Flying Eagle-Headdress	1
10011	Flying Eagle-Armor	1
10012	Flying Eagle-Legging	1
10013	Sailor Suit-Headdress	1
10014	Sailor Suit-Armor	1
10015	Sailor Suit-Legging	1
10016	Elegant England-Headdress	1
10017	Elegant England-Armor	1
10018	Elegant England-Legging	1
10019	Sentimental Scout-Headdress	1
10020	Sentimental Scout-Armor	1
10021	Sentimental Scout-Legging	1
10022	Soul Tutor-Headdress	1
10023	Soul Tutor-Armor	1
10024	Soul Tutor-Legging	1
10025	Pirate Attire-Headdress	1
10026	Pirate Attire-Armor	1
10027	Pirate Attire-Legging	1
10028	Impossible Blue Sky-Headdress	1
10029	Impossible Blue Sky-Armor	1
10030	Impossible Blue Sky-Legging	1
10031	Fury Wild Tiger-Headdress	1
10032	Fury Wild Tiger-Armor	1
10033	Fury Wild Tiger-Legging	1
10037	Knight Soldier-Headdress	1
10038	Knight Soldier-Armor	1
10039	Knight Soldier-Legging	1
10040	Royal Officer-Headdress	1
10041	Royal Officer-Armor	1
10042	Royal Officer-Legging	1
10043	Heavy Armor Priest-Headdress	1
10044	Heavy Armor Priest-Armor	1
10045	Heavy Armor Priest-Legging	1
10046	Odd Alchemist-Headdress	1
10047	Odd Alchemist-Armor	1
10048	Odd Alchemist-Legging	1
10049	Wilderness Passing-Headdress	1
10050	Wilderness Passing-Armor	1
10051	Wilderness Passing-Legging	1
10052	New World Emissary-Headdress	1
10053	New World Emissary-Armor	1
10054	New World Emissary-Legging	1
10064	Instructor-Headdress	1
10065	Instructor-Armor	1
10066	Instructor-Legging	1
10067	Sakura Millennium-Headdress	1
10068	Sakura Millennium-Armor	1
10069	Sakura Millennium-Legging	1
10070	Dream Of Seal-Headdress	1
10071	Dream Of Seal-Armor	1
10072	Dream Of Seal-Legging	1
10082	Royal Noble-Headdress	1
10083	Royal Noble-Armor	1
10084	Royal Noble-Legging	1
10085	Heaven Feather-Headdress	1
10086	Heaven Feather-Armor	1
10087	Heaven Feather-Legging	1
10088	Dark Element-Headdress	1
10089	Dark Element-Armor	1
10090	Dark Element-Legging	1
10091	Punch Squad-Headdress	1
10092	Punch Squad-Armor	1
10093	Punch Squad-Legging	1
10094	Cupid-Headdress	1
10095	Cupid-Armor	1
10096	Cupid-Legging	1
10097	War Machine-Headdress	1
10098	War Machine-Armor	1
10099	War Machine-Legging	1
10106	Night Wizard-Headdress	1
10107	Night Wizard-Armor	1
10108	Night Wizard-Legging	1
10109	Bard Poet-Headdress	1
10110	Bard Poet-Armor	1
10111	Bard Poet-Legging	1
10112	God Fire-Headdress	1
10113	God Fire-Armor	1
10114	God Fire-Legging	1
10115	Heaven Beast Armor-Headdress	1
10116	Heaven Beast Armor-Armor	1
10117	Heaven Beast Armor-Legging	1
10118	Purgatory Of Flower-Headdress	1
10119	Purgatory Of Flower-Armor	1
10120	Purgatory Of Flower-Legging	1
10121	Abyss Armor-Headdress	1
10122	Abyss Armor-Armor	1
10123	Abyss Armor-Legging	1
10124	Blue Wind-Headdress	1
10125	Blue Wind-Armor	1
10126	Blue Wind-Legging	1
10157	Guard-Headdress	1
10158	Guard-Armor	1
10159	Guard-Legging	1
10160	Flame Cross-Headdress	1
10161	Flame Cross-Armor	1
10162	Flame Cross-Legging	1
10163	Indigo Guard-Headdress	1
10164	Indigo Guard-Armor	1
10165	Indigo Guard-Legging	1
10166	Prisoner-Headdress	1
10167	Prisoner-Armor	1
10168	Prisoner-Legging	1
10169	Freedom-Headdress	1
10170	Freedom-Armor	1
10171	Freedom-Legging	1
10172	Red Flame Armor-Headdress	1
10173	Red Flame Armor-Armor	1
10174	Red Flame Armor-Legging	1
10175	Curse Of Graveyard-Headdress	1
10176	Curse Of Graveyard-Armor	1
10177	Curse Of Graveyard-Legging	1
10178	Ice Beast Tooth-Headdress	1
10179	Ice Beast Tooth-Armor	1
10180	Ice Beast Tooth-Legging	1
12001	Goggle	1
12002	Antelope Red Horn	1
12003	Beast Bone Face	1
12004	Guawa Ornament	1
12005	Seven herb	1
12201	Purple Snake Wing	1
12202	Gold Midge Wing	1
12203	Jet Equipment	1
12204	Little Angel	1
12205	Tiamat Wing	1
12501	Miracle Chest	1
12502	Pumpkin Headdress	1
12503	Christmas Hat	1
12703	Canvas Wing	1
13002	M Gu	1
13004	Ivah	1
13007	Gobao	1
13021	Nalu Sase	1
13024	Cale	1
13030	Tuna	1
13040	Croseyes	1
13041	Yan Yuzi	1
13042	Khayredin	1
13101	Wilbur Wolf	1
14001	Fur seal	1
14002	Sediment Wolf	1
14003	Blind Hound	1
14004	Exotic Demon Wolf	1
14005	Red Flame Demon Wolf	1
14006	Two Horns Tiger	1
14007	Purple Flame Lion	1
14008	Jungle Tiger	1
14009	Dark Roast Lion	1
14010	Blue Tiger	1
14011	Ned King Kong	1
14012	Polar ape	1
14013	Wild ape	1
14014	Hell King Kong	1
14015	Ward Kingkong	1
14016	Zombie baboon	1
14017	Greenwood Magic Flower	1
14018	Fire magic	1
14019	Toxic Vine	1
14020	End date Flower	1
14021	Charm Felvine	1
14022	Mountain Deer	1
14023	Sparkler Antelope	1
14024	Flame Mountains deer	1
14025	Polar deer	1
14026	Prairie deer	1
14027	Nightmare Claw beast	1
14028	Rock turtle	1
14029	Sand dragon	1
14030	Purple turtle	1
14031	Earth Flame Dragon	1
14032	Swamp Tortoise	1
14033	Iceberg Turtle	1
14034	Desert Eagle	1
14035	Blood red eagle	1
14036	Forest Green Eagle	1
14037	Razor Blackhawk	1
14038	Steel blade Eagle	1
14039	lenka	1
14040	Raspberry Bibi	1
14041	Flying Rat Sapphire	1
14042	Remains Bibi	1
14043	Crystal Bibi	1
14044	Navy Two Tripods	1
14045	Protect City Mech	1
14046	Navy Tiger Mech	1
14047	Pirates blitz Mech	1
14048	Air Thief Meteor Mech	1
14049	Navy guns Mech	1
14050	Fire Euglena	1
14051	Crusty Bone Fish	1
14052	Jade Euglena	1
14053	Craig Firebird	1
14054	Ominous Bird	1
14055	Angel Sheep	1
14056	Blue Sea Snake	1
14057	Sharp snake poison ivy	1
14058	Red Flame Creeper	1
14059	Phantom Demon Snake	1
14060	Temple Snake	1
14061	Snail	1
14062	Deep Sea Snail	1
14063	Flash Snail	1
14064	Fighting Fish soldier	1
14065	Gentry Platypus	1
14066	Scythe beetle	1
14067	Sunry beetle	1
14068	Blue Beetle	1
14069	Thorn Hammer Bee	1
14070	Red blood Bee	1
14071	Sea Phantom	1
14072	Nelson	1
14073	Odyssey	1
14074	Plato	1
14075	Jason	1
14076	Medea	1
14077	Drake	1
14078	Siren	1
14079	Rosemary	1
14080	Angelina	1
14081	Bismarck	1
14082	Isoroku Yamamoto	1
14083	Columbus	1
14084	Magellan	1
14085	Angel of Death	1
14086	Juoda	1
14087	Rosie Antelope	1
14088	Pumpkin Ghost	1
14089	Skeleton Seaman	1
14090	Christmas Elf-Warm	1
14091	Christmas Elf-Pretty	1
14092	Romantic Lover	1
14093	Pink Beauty	1
15001	Blind Hound	1
15003	Red Flame Demon Wolf	1
15004	Purple Flame Lion	1
15005	Christmas Elk	1
16003	Mold-Silver Sword	1
16004	Mold-Golden Sword	1
16005	Mold-Red Night Devil	1
16006	Mold-Green Night Devil	1
16007	Mold-Pirate Sword	1
16009	Mold-King Hold Knife	1
16010	Mold-Glitter Hold Knife	1
16013	Mold-Black King Saw	1
16014	Mold-Green King Saw	1
16015	Mold-Forest Saw Blade	1
16017	Mold-Blue stab	1
16018	Mold-Back Sword	1
16019	Mold-Fire Sword	1
16020	Mold-Blast Blade	1
16023	Mold-Golden Bull Blade	1
16024	Mold-Red Flame Wide Blade	1
16025	Mold-Blood Sickle	1
16027	Mold-Colorful Wing	1
16029	Mold-Red Feather Hook	1
16031	Mold-Knight  Sword	1
16033	Mold-Laurel Glory	1
16035	Mold-Linear	1
16036	Mold-Broken Phantom	1
16038	Mold-Sunset	1
16039	Mold-Iron Rod	1
16040	Mold-Heavy Rod	1
16042	Mold-Purple Kilin Flame	1
16045	Mold-Sky Wing	1
16046	Mold-Dark Waste Wing	1
16047	Mold-Black Wing Devil	1
16049	Mold-Flame Angel Staff	1
16051	Mold-Influence Feather Butterfly	1
16052	Mold-Fly Feather Butterfly	1
16053	Mold-Blue Hippocampal	1
16055	Mold-Wooden Wheel Rod	1
16057	Mold-Shine Sun	1
16059	Mold-Snow  Frost	1
16060	Mold-Fever Ice	1
16061	Mold-Temple Allure	1
16062	Mold-Devil  Dungeon	1
16064	Mold-Rose	1
16066	Mold-Forest Movement	1
16069	Mold-Green Armored	1
16071	Mold-Flame Root	1
16072	Mold-Aluminum Armored Rod	1
16073	Mold-Savage Visor	1
16074	Mold-Quaint Hammer	1
16076	Mold-Black Iron Hammer	1
16078	Mold-Revenant Signet	1
16079	Mold-Evil Signet	1
16080	Mold-Scheelite Hammer	1
16082	Mold-Seal Hammer	1
16084	Mold-Dea Guard	1
16085	Mold-Lea Guard	1
16088	Mold-Purify Morning Light	1
16089	Mold-Elegant Petal	1
16090	Mold-Dark War Hammer	1
16092	Mold-Dry Carving	1
16093	Mold-Red Disaster	1
16095	Mold-Lion Guard	1
16097	Mold-Serenity Horn	1
16098	Mold-Holy War Crystal	1
16099	Mold-Evil War Crystal	1
16101	Mold-Planet Angel	1
16102	Mold-Salvation Neon	1
16104	Mold-Purify Dragon Attack	1
16106	Mold-Underworld Psychopomp	1
16107	Mold-Poseidon Envoy	1
16108	Mold-North Sea Hero	1
16109	Mold-Quaint Shield	1
16111	Mold-Black iron Shield	1
16113	Mold-Spirit Shield	1
16114	Mold-Soul Shield	1
16117	Mold-Purify Morning Light	1
16118	Mold-Elegant Petal	1
16119	Mold-Dark War Shield	1
16121	Mold-Dry Carving	1
16122	Mold-Scheelite Shield	1
16124	Mold-Seal Shield	1
16126	Mold-Dea Wall	1
16127	Mold-Lea Wall	1
16128	Mold-Red Guard	1
16130	Mold-Lion Guard	1
16132	Mold-Moonlight	1
16133	Mold-Jihad Wall	1
16134	Mold-Battle Wall	1
16136	Mold-Ocean Angel	1
16137	Mold-Creation Rainbow	1
16139	Mold-Purify Dragon Scale	1
16141	Mold-Underworld Guard	1
16142	Mold-Neptune Guard	1
16143	Mold-North Sea Hero	1
16146	Mold-Real Flame Pistol	1
16147	Mold-Magic Flame Pistol	1
16148	Mold-Glory Navy	1
16149	Mold-God Bless Army	1
16151	Mold-Blue Sky Fine Gun	1
16153	Mold-Classic Copper Gun	1
16154	Mold-Beautiful Rose	1
16155	Mold-Luxury Age	1
16156	Mold-Red Wheel Machine Gun	1
16158	Mold-Elf Wing	1
16159	Mold-Fairy Wing	1
16160	Mold-Blue Eagle	1
16161	Mold-Red Eagle	1
16164	Mold-Callous Punish	1
16165	Mold-Blood Punish	1
16166	Mold-Extrajudicial Grace	1
16167	Mold-Indigo Cannon	1
16169	Mold-Fighting Double Dragon	1
16172	Mold-Gully Lion	1
16174	Mold-Skilful Crossbow	1
16176	Mold-Stone Crossbow	1
16177	Mold-Giddy Color Crossbow	1
16178	Mold-Surfing Speed	1
16181	Mold-Red Lotus Thorn	1
16182	Mold-Blue Sharp	1
16183	Mold-Clever Barrier	1
16184	Mold-Rainbow Barrier	1
16185	Mold-Sky Horse Timepiece	1
16187	Mold-Afternoon Teatime	1
16188	Mold-Elegant Time	1
16189	Mold-Stars Fall	1
16191	Mold-Bull King Skull	1
16193	Mold-Flame Amethyst	1
16197	Mold-Death Gaze	1
16198	Mold-Cupid	1
16199	Mold-Silence Angel	1
16200	Mold-Cold Flame Maiden	1
16202	Mold-Mask King	1
16203	Mold-Clean Light Cross	1
16204	Mold-Holy Light Cross	1
16205	Mold-Softly Blessing	1
16207	Mold-Archangel Mercy	1
16209	Mold-Grey Of Light	1
16211	Mold-Dream Night Light	1
16212	Mold-Easily Light	1
16213	Mold-Virgin Fly	1
80001	Admiral- Headdress	1
80002	Splendid Yuppie- Headdress	1
80003	Splendid Yuppie-Armor	1
80004	Splendid Yuppie-Legging	1
80005	Sailor Suit- Headdress	1
80006	Sentimental Scout- Headdress	1
80007	Sentimental Scout-Armor	1
80008	Sentimental Scout-Legging	1
80009	Pirate Attire- Headdress	1
80010	Impossible Blue Sky- Headdress	1
80011	Impossible Blue Sky-Armor	1
80012	Impossible Blue Sky-Legging	1
80013	Knight Soldier- Headdress	1
80014	Royal Officer- Headdress	1
80015	Royal Officer-Armor	1
80016	Royal Officer-Legging	1
80017	Royal Noble- Headdress	1
80018	Heaven Feather- Headdress	1
80019	Heaven Feather-Armor	1
80020	Heaven Feather-Legging	1
80021	Crystal Bibi	1
80022	Round Red Day- Headdress	1
80023	Round Red Day-Armor	1
80024	Round Red Day-Legging	1
80025	Odd Alchemist- Headdress	1
80026	Odd Alchemist-Armor	1
80027	Odd Alchemist-Legging	1
80028	Night Wizard-Headdress	1
80029	Night Wizard-Armor	1
80030	Night Wizard-Legging	1
80031	Punch Squad- Headdress	1
80032	Punch Squad-Armor	1
80033	Punch Squad-Legging	1
80034	Elegant England- Headdress	1
80035	Elegant England-Armor	1
80036	Elegant England-Legging	1
80037	Wilderness Passing-Headdress	1
80038	Wilderness Passing-Armor	1
80039	Wilderness Passing-Legging	1
80040	Instructor-Headdress	1
80041	Instructor-Armor	1
80042	Instructor-Legging	1
80043	War Machine-Headdress	1
80044	War Machine-Armor	1
80045	War Machine-Legging	1
80046	God Fire-Headdress	1
80047	God Fire-Armor	1
80048	God Fire-Legging	1
80049	Abyss Armor-Headdress	1
80050	Abyss Armor-Armor	1
80051	Abyss Armor-Legging	1
99801	LV.1補償錢袋	1
99802	LV.2補償錢袋	1
99803	LV.3補償錢袋	1
99804	LV.4補償錢袋	1
99805	LV.5補償錢袋	1
99806	LV.6補償錢袋	1
99807	LV.7補償錢袋	1
99808	LV.8補償錢袋	1
99809	LV.9補償錢袋	1
99810	LV.10補償錢袋	1
99951	BUFF堆疊9924	999
99952	BUFF堆疊9925	999
99953	BUFF堆疊9926	999
99954	BUFF堆疊9927	999
99955	BUFF堆疊9928	999
99956	BUFF堆疊9929	999
99957	BUFF堆疊9930	999
99958	BUFF堆疊9931	999
99959	BUFF堆疊9932	999
99960	BUFF堆疊9933	999
99961	BUFF堆疊9934	999
99962	BUFF堆疊9935	999
99963	BUFF堆疊9936	999
99964	BUFF堆疊9937	999
99965	BUFF堆疊9938	999
99966	BUFF堆疊9939	999
99967	BUFF堆疊9940	999
99968	BUFF堆疊9941	999
99969	BUFF堆疊9942	999
99970	BUFF堆疊9943	999
99971	BUFF堆疊9944	999
99972	BUFF堆疊9945	999
99973	BUFF堆疊9946	999
99974	BUFF堆疊9947	999
99975	BUFF堆疊9948	999
99976	BUFF堆疊9949	999
99977	BUFF堆疊9950	999
99978	BUFF堆疊9951	999
99979	BUFF堆疊9952	999
99980	BUFF堆疊9953	999
