n_ID	n_LEVEL_LEARN	s_ICON	n_PASSIVE	n_ISCLASS	n_SKILL_FRAME	n_ACHIEVEMENT	s_CONDITIONAL_SKILL	n_LEVELS	f_SP_LEVE1	f_SP_LEVEL2PLUS	s_CONDITIONAL_AMITY	n_PASSIVE_EFFECT	n_CD	n_TARGET	n_EQUIPTYPE	n_EQUIPTYPE_LHAND	n_STAMINA_COST	s_CAST_CONDITION	s_CAST_BEHAVIOR
3070	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3070)
3071	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3071)
3072	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3072)
3073	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3073)
3074	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3074)
3075	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3075)
3076	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3076)
3077	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3077)
3078	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3078)
3079	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3079)
3080	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3080)
3081	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3081)
3082	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3082)
3083	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3083)
3084	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3084)
3085	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3085)
3086	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3086)
3087	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3087)
3088	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3088)
3089	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3089)
3090	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3090)
3091	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3091)
3092	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3092)
3093	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3093)
3094	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3094)
3095	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3095)
3096	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3096)
3097	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3097)
3098	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3098)
3099	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3099)
3100	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3100)
3101	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3101)
3102	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3102)
3103	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3103)
3104	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3104)
3105	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3105)
3106	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3106)
3107	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3107)
3108	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3108)
3109	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3109)
3110	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3110)
3111	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3111)
3112	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3112)
3113	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3113)
3114	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3114)
3115	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3115)
3116	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3116)
3117	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3117)
3118	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3118)
3119	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3119)
3120	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3120)
3121	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3121)
3122	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3122)
3123	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3123)
3124	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3124)
3125	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3125)
3126	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3126)
3127	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3127)
3128	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3128)
3129	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3129)
3130	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3130)
3131	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3131)
3132	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3132)
3133	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3133)
3134	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3134)
3135	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3135)
3136	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3136)
3137	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3137)
3138	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3138)
3139	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3139)
3140	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3140)
3141	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3141)
3142	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3142)
3143	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3143)
3144	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3144)
3145	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3145)
3146	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3146)
3147	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3147)
3148	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3148)
3149	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3149)
3150	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3150)
3151	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3151)
3152	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3152)
3153	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3153)
3154	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3154)
3155	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3155)
3156	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3156)
3157	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3157)
3158	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3158)
3159	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3159)
3160	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3160)
3161	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3161)
3162	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3162)
3163	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3163)
3164	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3164)
3165	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3165)
3166	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3166)
3167	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3167)
3168	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3168)
3169	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3169)
3170	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3170)
3171	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3171)
3172	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3172)
3173	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3173)
3174	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3174)
3175	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3175)
3176	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3176)
3177	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3177)
3178	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3178)
3179	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3179)
3180	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3180)
3181	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3181)
3182	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3182)
3183	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3183)
3184	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3184)
3185	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3185)
3186	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3186)
3187	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3187)
3188	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3188)
3189	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3189)
3190	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3190)
3191	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3191)
3192	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3192)
3193	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3193)
3194	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3194)
3195	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3195)
3196	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3196)
3197	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3197)
3198	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3198)
3199	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3199)
3200	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3200)
3201	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3201)
3202	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3202)
3203	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3203)
3204	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3204)
3205	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3205)
3206	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3206)
3207	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3207)
3208	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3208)
3209	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3209)
3210	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3210)
3211	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3211)
3212	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3212)
3213	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3213)
3214	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3214)
3215	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3215)
3216	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3216)
3217	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3217)
3218	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3218)
3219	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3219)
3220	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3220)
3221	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3221)
3222	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3222)
3223	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3223)
3224	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3224)
3225	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3225)
3226	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3226)
3227	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3227)
3228	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3228)
3229	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3229)
3230	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3230)
3231	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3231)
3232	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3232)
3233	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3233)
3234	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3234)
3235	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3235)
3236	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3236)
3237	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3237)
3238	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3238)
3239	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3239)
3240	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3240)
3241	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3241)
3242	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3242)
3243	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3243)
3244	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3244)
3245	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3245)
3246	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3246)
3247	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3247)
3248	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3248)
3249	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3249)
3250	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3250)
3251	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3251)
3252	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3252)
3253	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3253)
3254	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3254)
3255	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3255)
3256	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3256)
3257	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3257)
3258	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3258)
3259	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3259)
3260	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3260)
3261	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3261)
3262	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3262)
3263	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3263)
3264	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3264)
3265	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3265)
3266	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3266)
3267	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3267)
3268	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3268)
3269	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3269)
3270	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3270)
3271	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3271)
3272	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3272)
3273	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3273)
3274	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3274)
3275	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3275)
3276	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3276)
3277	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3277)
3278	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3278)
3279	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3279)
3280	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3280)
3281	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3281)
3282	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3282)
3283	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3283)
3284	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3284)
3285	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3285)
3286	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3286)
3287	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3287)
3288	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3288)
3289	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3289)
3290	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3290)
3291	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3291)
3292	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3292)
3293	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3293)
3294	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3294)
3295	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3295)
3296	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3296)
3297	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3297)
3298	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3298)
3299	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3299)
3300	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3300)
3301	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3301)
3302	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3302)
