# VENDORED MIRROR -- do not hand-edit.
# regenerate: python3 tools/pf_regen_lua_quest_criteria.py
# source: pf_bridge/gamedata/tables/QUESTDATA_TH__QUEST.tsv
# source_sha256: cc9927286def2bda166c320a2dddd16f5457eb4579ce5207a3d76758707527bd
# source_rows: 1544
# pulled: 2026-09-07
# body_sha256: 6d8af2d56b6f0c6d187a93ef9bb32809cce1c1dc2d7cfa4fdfce7d156340a897
# criteria_level is QUESTDATA n_LEVEL_EXP; multipliers are f_CASH/f_EXP/f_SP copied verbatim (float32-widened in the source).
quest_id	criteria_level	cash_multiplier	exp_multiplier	sp_multiplier
1096	3	1.0	1.0	1.0
1097	1	1.0	1.5	1.0
1098	1	0.0	0.0	0.0
1099	28	1.0	1.0	1.0
1501	43	1.0	1.5	1.0
1502	43	1.0	1.5	1.0
1503	108	1.0	1.5	1.0
1504	108	1.0	1.5	1.0
1505	109	1.0	1.5	1.0
1506	109	1.0	1.5	1.0
1507	109	1.0	1.5	1.0
1508	109	1.0	1.5	1.0
1509	109	1.0	1.5	1.0
1510	109	1.0	1.5	1.0
1511	109	1.0	1.5	1.0
1512	110	1.0	1.5	1.0
1513	110	1.0	1.5	1.0
1514	110	1.0	1.5	1.0
1515	115	1.0	1.5	1.0
1516	115	1.0	1.5	1.0
1517	115	1.0	1.5	1.0
1518	1	0.0	0.0	0.0
2000	80	1.0	2.0	1.0
2001	80	1.0	2.0	1.0
2002	80	1.0	2.0	1.0
2003	80	1.0	2.0	1.0
2004	80	1.0	2.0	1.0
2005	90	1.0	2.0	1.0
2006	90	1.0	2.0	1.0
2007	90	1.0	2.0	1.0
2008	90	1.0	2.0	1.0
2009	90	1.0	2.0	1.0
2010	90	1.0	2.0	1.0
2011	90	1.0	2.0	1.0
2034	110	1.0	2.0	1.0
2035	110	1.0	2.0	1.0
2036	110	1.0	2.0	1.0
2037	110	1.0	2.0	1.0
2038	110	0.0	0.0	0.0
2170	40	1.0	1.399999976158142	1.399999976158142
2171	60	1.0	1.399999976158142	1.399999976158142
2172	80	1.0	1.399999976158142	1.399999976158142
2173	65	1.0	1.399999976158142	1.399999976158142
2174	96	1.0	1.399999976158142	1.399999976158142
2175	110	1.0	1.399999976158142	1.399999976158142
2176	120	1.0	1.399999976158142	1.399999976158142
2177	101	1.0	1.399999976158142	1.399999976158142
2178	45	0.0	5.0	0.0
2179	45	0.0	5.0	0.0
2180	60	0.0	5.0	0.0
2181	60	0.0	5.0	0.0
2182	71	0.0	5.0	0.0
2183	71	0.0	5.0	0.0
2184	71	0.0	5.0	0.0
2185	71	0.0	5.0	0.0
2188	71	0.0	5.0	0.0
2189	81	0.0	5.0	0.0
2190	81	0.0	5.0	0.0
2191	81	0.0	5.0	0.0
2192	81	0.0	5.0	0.0
2193	81	0.0	5.0	0.0
2194	81	0.0	5.0	0.0
2195	81	0.0	5.0	0.0
2500	50	0.8500000238418579	0.10000000149011612	0.10000000149011612
2501	65	0.8500000238418579	0.10000000149011612	0.10000000149011612
2502	70	0.8500000238418579	0.10000000149011612	0.10000000149011612
2503	80	0.8500000238418579	0.10000000149011612	0.10000000149011612
2504	87	0.8500000238418579	0.10000000149011612	0.10000000149011612
2505	93	0.8500000238418579	0.10000000149011612	0.10000000149011612
2506	100	0.8500000238418579	0.10000000149011612	0.10000000149011612
2507	105	0.8500000238418579	0.10000000149011612	0.10000000149011612
2508	110	0.8500000238418579	0.10000000149011612	0.10000000149011612
2509	111	0.8500000238418579	0.10000000149011612	0.10000000149011612
2510	112	0.8500000238418579	0.10000000149011612	0.10000000149011612
2514	117	0.8500000238418579	0.10000000149011612	0.10000000149011612
2550	60	0.8500000238418579	0.10000000149011612	0.10000000149011612
2551	75	0.8500000238418579	0.10000000149011612	0.10000000149011612
2552	85	0.8500000238418579	0.10000000149011612	0.10000000149011612
2553	90	0.8500000238418579	0.10000000149011612	0.10000000149011612
2554	96	0.8500000238418579	0.10000000149011612	0.10000000149011612
2555	102	0.8500000238418579	0.10000000149011612	0.10000000149011612
2556	108	0.8500000238418579	0.10000000149011612	0.10000000149011612
2557	110	0.8500000238418579	0.10000000149011612	0.10000000149011612
2558	112	0.8500000238418579	0.10000000149011612	0.10000000149011612
2559	113	0.8500000238418579	0.10000000149011612	0.10000000149011612
2563	117	0.8500000238418579	0.10000000149011612	0.10000000149011612
2600	45	0.8500000238418579	0.10000000149011612	0.10000000149011612
2601	60	0.8500000238418579	0.10000000149011612	0.10000000149011612
2602	80	0.8500000238418579	0.10000000149011612	0.10000000149011612
2603	100	0.8500000238418579	0.10000000149011612	0.10000000149011612
2604	115	0.8500000238418579	0.10000000149011612	0.10000000149011612
2605	40	1.0	0.25	1.0
2606	40	1.0	0.25	1.0
2607	45	1.0	0.25	1.0
2608	45	1.0	0.25	1.0
2609	60	1.0	0.25	1.0
2610	60	1.0	0.25	1.0
2611	70	1.0	0.25	1.0
2612	70	1.0	0.25	1.0
2613	81	1.0	0.25	1.0
2614	81	1.0	0.25	1.0
2615	87	1.0	0.25	1.0
2616	87	1.0	0.25	1.0
2617	93	1.0	0.25	1.0
2618	93	1.0	0.25	1.0
2619	100	1.0	0.25	1.0
2620	100	1.0	0.25	1.0
2621	105	1.0	0.25	1.0
2622	105	1.0	0.25	1.0
2623	111	1.0	0.25	1.0
2624	111	1.0	0.25	1.0
2625	112	1.0	0.25	1.0
2626	112	1.0	0.25	1.0
2629	40	0.0	0.0	0.0
2630	40	0.8500000238418579	0.30000001192092896	0.30000001192092896
2631	45	0.0	0.0	0.0
2632	45	0.8500000238418579	0.30000001192092896	0.30000001192092896
2633	60	0.0	0.0	0.0
2634	60	0.8500000238418579	0.30000001192092896	0.30000001192092896
2635	70	0.0	0.0	0.0
2636	70	0.8500000238418579	0.30000001192092896	0.30000001192092896
3000	25	0.0	0.0	0.0
3001	81	0.0	0.0	0.0
3002	1	0.0	0.0	0.0
3003	45	0.0	0.0	0.0
3004	1	0.0	0.0	0.0
3005	60	0.0	0.0	0.0
3006	45	0.0	0.0	0.0
3007	70	0.0	0.0	0.0
3008	60	0.0	0.0	0.0
3009	86	0.0	0.0	0.0
3010	1	0.0	0.0	0.0
3011	86	0.0	0.0	0.0
3012	81	0.0	0.0	0.0
3013	70	0.0	0.0	0.0
3014	100	0.0	0.0	0.0
3015	92	0.0	0.0	0.0
3016	112	0.0	0.0	0.0
3017	110	0.0	0.0	0.0
3018	115	0.0	0.0	0.0
3019	112	0.0	0.0	0.0
3020	1	0.0	0.0	0.0
3021	20	0.0	0.0	0.0
3022	20	0.0	0.0	0.0
3023	20	0.0	0.0	0.0
3024	20	0.0	0.0	0.0
3025	20	0.0	0.0	0.0
3026	70	0.0	0.0	0.0
3027	70	0.0	0.0	0.0
3028	70	0.0	0.0	0.0
3029	92	0.0	0.0	0.0
3030	92	0.0	0.0	0.0
3031	92	0.0	0.0	0.0
3032	92	0.0	0.0	0.0
3033	112	0.0	0.0	0.0
3034	112	0.0	0.0	0.0
3035	112	0.0	0.0	0.0
3036	1	0.0	0.0	0.0
3037	1	0.0	0.0	0.0
3038	1	0.0	0.0	0.0
3039	70	0.0	0.0	0.0
3040	1	0.0	0.0	0.0
3100	1	0.0	0.0	0.0
3101	1	0.0	0.0	0.0
3102	1	0.0	0.0	0.0
3104	1	0.0	0.0	0.0
3105	1	0.0	0.0	0.0
3106	26	0.0	0.0	0.0
3107	1	0.0	0.0	0.0
3109	20	0.0	0.0	0.0
3112	1	0.0	0.0	0.0
3113	1	0.0	0.0	0.0
3119	1	0.0	0.0	0.0
3123	1	0.0	0.0	0.0
3125	8	0.0	0.0	0.0
3126	1	1.0	1.5	1.0
3127	1	0.0	0.0	0.0
3128	1	1.0	1.0	1.0
3129	1	1.0	1.0	1.0
3130	1	1.0	1.0	1.0
3131	1	0.0	0.0	0.0
3132	1	0.0	0.0	0.0
3133	1	1.0	1.5	1.0
3134	1	1.0	1.5	1.0
3135	1	1.0	1.0	1.0
3136	1	1.0	1.0	1.0
3137	1	0.0	0.0	0.0
3138	1	1.0	1.0	1.0
3139	1	1.0	1.0	1.0
3140	1	0.0	0.0	0.0
3141	1	0.0	0.0	0.0
3142	1	0.0	0.0	0.0
3143	1	0.0	0.0	0.0
3144	1	0.0	0.0	0.0
3145	1	0.0	0.0	0.0
3146	1	0.0	0.0	0.0
3147	1	0.0	0.0	0.0
3148	1	0.0	0.0	0.0
3149	1	0.0	0.0	0.0
3150	1	0.0	0.0	0.0
3151	1	0.0	0.0	0.0
3152	1	0.0	0.0	0.0
3153	1	0.0	0.0	0.0
3154	1	0.0	0.0	0.0
3159	1	0.0	0.0	0.0
3160	1	0.0	0.0	0.0
3161	1	0.0	0.0	0.0
3162	1	0.0	0.0	0.0
3163	1	0.0	0.0	0.0
3164	1	0.0	0.0	0.0
3165	1	0.0	0.0	0.0
3166	1	0.0	0.0	0.0
3167	10	1.0	1.5	1.0
3168	1	1.0	1.5	1.0
3169	1	1.0	1.5	1.0
3173	1	1.0	1.5	1.0
3174	1	1.0	1.0	1.0
3175	1	1.0	1.0	1.0
3176	1	1.0	1.0	1.0
3177	1	1.0	1.5	1.0
3178	1	1.0	1.5	1.0
3179	1	0.0	0.0	0.0
3183	1	0.0	0.0	0.0
3185	1	0.0	0.0	0.0
3186	1	0.0	0.0	0.0
3188	1	0.0	0.0	0.0
3189	1	0.0	0.0	0.0
3190	1	0.0	0.0	0.0
3191	1	0.0	0.0	0.0
3192	1	0.0	0.0	0.0
3195	35	0.0	0.5	0.5
3196	35	0.0	0.5	0.5
3197	35	0.0	0.5	0.5
3198	35	0.0	0.5	0.5
3199	35	0.0	0.5	0.5
3200	35	1.0	1.5	1.0
3201	35	1.0	1.5	1.0
3202	35	1.0	1.5	1.0
3203	35	1.0	1.5	1.0
3204	35	1.0	1.5	1.0
3205	1	0.0	0.0	0.0
3206	1	0.0	0.0	0.0
3207	1	0.0	0.0	0.0
3208	1	0.0	0.0	0.0
3209	1	0.0	0.0	0.0
3210	1	0.0	0.0	0.0
3211	1	0.0	0.0	0.0
3212	1	0.0	0.0	0.0
3213	1	0.0	0.0	0.0
3214	1	0.0	0.0	0.0
3215	1	0.0	0.0	0.0
3216	1	0.0	0.0	0.0
3217	1	0.0	0.0	0.0
3218	1	0.0	0.0	0.0
3219	1	0.0	0.0	0.0
3220	1	0.0	0.0	0.0
3221	1	0.0	0.0	0.0
3222	1	0.0	0.0	0.0
3228	1	0.0	0.0	0.0
3229	1	0.0	0.0	0.0
3230	1	0.0	0.0	0.0
3231	1	0.0	0.0	0.0
3232	1	0.0	0.0	0.0
3233	1	0.0	0.0	0.0
3234	1	0.0	0.0	0.0
3235	1	0.0	0.0	0.0
3236	1	0.0	0.0	0.0
3237	1	0.0	0.0	0.0
3238	1	0.0	0.0	0.0
3239	1	0.0	0.0	0.0
3240	1	0.0	0.0	0.0
3241	1	0.0	0.0	0.0
3242	1	0.0	0.0	0.0
3243	1	0.0	0.0	0.0
3244	1	0.0	0.0	0.0
3245	1	0.0	0.0	0.0
3246	1	0.0	0.0	0.0
3301	1	0.0	0.0	0.0
3302	10	0.0	0.0	0.0
3303	25	0.0	0.0	0.0
3304	45	0.0	0.0	0.0
3305	60	0.0	0.0	0.0
3306	70	0.0	0.0	0.0
3307	81	0.0	0.0	0.0
3308	86	0.0	0.0	0.0
3309	110	0.0	0.0	0.0
3310	92	0.0	0.0	0.0
3311	100	0.0	0.0	0.0
3312	110	0.0	0.0	0.0
3313	112	0.0	0.0	0.0
3314	115	0.0	0.0	0.0
3315	1	0.0	0.0	0.0
4000	46	1.0	2.0	1.0
4001	46	0.0	0.0	0.0
4002	46	1.0	2.0	1.0
4003	46	1.0	2.0	1.0
4004	46	0.0	0.0	0.0
4005	46	1.0	2.0	1.0
4006	46	1.0	2.0	1.0
4007	46	0.0	0.0	0.0
4008	46	1.0	2.0	1.0
4009	70	1.0	2.0	1.0
4010	70	0.0	0.0	0.0
4011	70	1.0	2.0	1.0
4012	70	1.0	2.0	1.0
4013	70	0.0	0.0	0.0
4014	70	1.0	2.0	1.0
4015	70	1.0	2.0	1.0
4016	70	0.0	0.0	0.0
4017	70	1.0	2.0	1.0
4018	70	1.0	2.0	1.0
4019	70	0.0	0.0	0.0
4020	70	1.0	2.0	1.0
4021	90	1.0	2.0	1.0
4022	90	1.0	2.0	1.0
4023	90	0.0	0.0	0.0
4024	90	1.0	2.0	1.0
4025	90	1.0	2.0	1.0
4026	90	0.0	0.0	0.0
4027	90	1.0	2.0	1.0
4028	90	0.0	0.0	0.0
4029	90	1.0	2.0	1.0
4030	90	0.0	0.0	0.0
4031	90	1.0	2.0	1.0
4032	90	0.0	0.0	0.0
4033	90	1.0	2.0	1.0
4034	90	1.0	2.0	1.0
4035	110	1.0	2.0	1.0
4036	110	0.0	0.0	0.0
4037	110	1.0	2.0	1.0
4038	110	1.0	2.0	1.0
4039	110	1.0	2.0	1.0
4040	110	1.0	2.0	1.0
4041	110	0.0	0.0	0.0
4042	110	1.0	2.0	1.0
4043	110	0.0	0.0	0.0
4044	110	1.0	2.0	1.0
4045	110	0.0	0.0	0.0
4046	110	1.0	2.0	1.0
4047	110	1.0	2.0	1.0
4048	110	0.0	0.0	0.0
4049	110	1.0	2.0	1.0
4050	110	0.0	0.0	0.0
4051	110	1.0	2.0	1.0
4052	110	1.0	2.0	1.0
4053	110	1.0	2.0	1.0
4054	115	1.0	2.0	1.0
4055	115	0.0	0.0	0.0
4056	115	1.0	2.0	1.0
4057	115	1.0	2.0	1.0
4058	115	0.0	0.0	0.0
4059	115	1.0	2.0	1.0
4060	115	0.0	0.0	0.0
4061	115	1.0	2.0	1.0
4062	115	1.0	2.0	1.0
4063	115	0.0	0.0	0.0
4064	115	1.0	2.0	1.0
4065	115	1.0	2.0	1.0
4066	115	1.0	2.0	1.0
4067	115	0.0	0.0	0.0
4068	115	1.0	2.0	1.0
4069	115	0.0	0.0	0.0
4070	115	1.0	2.0	1.0
4071	115	1.0	2.0	1.0
4080	120	1.0	2.0	1.0
4073	120	0.0	0.0	0.0
4072	120	1.0	2.0	1.0
4075	120	0.0	0.0	0.0
4074	120	1.0	2.0	1.0
4077	120	0.0	0.0	0.0
4076	120	1.0	2.0	1.0
4079	120	0.0	0.0	0.0
4078	120	1.0	2.0	1.0
4081	120	0.0	0.0	0.0
4082	120	1.0	2.0	1.0
4085	120	0.0	0.0	0.0
4084	120	1.0	2.0	1.0
4083	120	1.0	2.0	1.0
4086	120	1.0	2.0	1.0
4087	120	1.0	2.0	1.0
4088	120	1.0	2.0	1.0
4090	120	1.0	2.0	1.0
4091	120	1.0	2.0	1.0
4092	120	1.0	2.0	1.0
4093	120	1.0	2.0	1.0
4094	120	1.0	2.0	1.0
4095	120	1.0	2.0	1.0
4096	120	1.0	2.0	1.0
4097	105	1.0	2.0	1.0
4098	105	0.0	0.0	0.0
4099	105	0.0	0.0	0.0
4100	105	0.0	0.0	0.0
4101	105	1.0	2.0	1.0
4500	25	1.0	3.0	1.0
4501	25	1.0	3.0	1.0
4502	40	1.0	3.0	1.0
4505	40	1.0	3.0	1.0
4506	50	1.0	3.0	1.0
4508	50	1.0	3.0	1.0
4509	50	1.0	3.0	1.0
4512	60	1.0	3.0	1.0
4513	60	1.0	3.0	1.0
4514	60	1.0	3.0	1.0
4516	70	1.0	3.0	1.0
4517	70	1.0	3.0	1.0
4520	70	1.0	3.0	1.0
4511	50	1.0	3.0	1.0
4515	60	1.0	3.0	1.0
4532	70	1.0	3.0	1.0
4533	70	1.0	3.0	1.0
4534	70	1.0	3.0	1.0
4522	70	1.0	3.0	1.0
4524	80	1.0	3.0	1.0
4525	80	1.0	3.0	1.0
4521	70	1.0	3.0	1.0
4523	80	1.0	3.0	1.0
4561	60	0.0	0.0	0.0
4526	85	1.0	3.0	1.0
4527	85	1.0	3.0	1.0
4528	85	1.0	3.0	1.0
4530	85	1.0	3.0	1.0
4535	85	1.0	3.0	1.0
4536	90	1.0	3.0	1.0
4537	90	1.0	3.0	1.0
4503	90	1.0	3.0	1.0
4504	90	1.0	3.0	1.0
4507	90	1.0	3.0	1.0
4518	95	1.0	3.0	1.0
4539	95	1.0	3.0	1.0
4541	95	1.0	3.0	1.0
4542	95	1.0	3.0	1.0
4547	95	1.0	3.0	1.0
4548	95	1.0	3.0	1.0
4540	95	1.0	3.0	1.0
4543	95	1.0	3.0	1.0
4544	100	1.0	3.0	1.0
4545	100	1.0	3.0	1.0
4549	100	1.0	3.0	1.0
4550	105	1.0	3.0	1.0
4529	105	1.0	3.0	1.0
4510	110	1.0	3.0	1.0
4555	110	1.0	3.0	1.0
4552	110	1.0	3.0	1.0
4553	110	1.0	3.0	1.0
4554	110	1.0	3.0	1.0
4556	110	1.0	3.0	1.0
4557	115	1.0	3.0	1.0
4558	115	1.0	3.0	1.0
4559	115	1.0	3.0	1.0
4560	115	1.0	3.0	1.0
4566	120	1.0	3.0	1.0
4562	120	1.0	3.0	1.0
4563	120	1.0	3.0	1.0
4546	120	1.0	3.0	1.0
4531	120	1.0	3.0	1.0
4564	95	0.0	0.0	0.0
4568	115	0.0	0.0	0.0
7000	40	1.0	0.5	1.0
7001	50	1.0	0.5	1.0
7002	65	1.0	0.5	1.0
7003	75	1.0	0.5	1.0
7004	80	1.0	0.5	1.0
7005	90	1.0	0.5	1.0
7006	95	1.0	0.5	1.0
7007	100	1.0	0.5	1.0
7008	105	1.0	0.5	1.0
7009	112	1.0	0.5	1.0
7010	115	1.0	0.5	1.0
7011	118	1.0	0.5	1.0
7012	40	1.0	0.5	1.0
7013	50	1.0	0.5	1.0
7014	65	1.0	0.5	1.0
7015	75	1.0	0.5	1.0
7016	80	1.0	0.5	1.0
7017	90	1.0	0.5	1.0
7018	95	1.0	0.5	1.0
7019	100	1.0	0.5	1.0
7020	105	1.0	0.5	1.0
7021	112	1.0	0.5	1.0
7022	118	1.0	0.5	1.0
7023	40	1.0	0.5	1.0
7024	70	1.0	0.5	1.0
7025	60	1.0	0.5	1.0
7026	80	1.0	0.5	1.0
7027	90	1.0	0.5	1.0
7028	100	1.0	0.5	1.0
7029	110	1.0	0.5	1.0
7030	115	1.0	0.5	1.0
7031	30	1.0	0.5	1.0
7032	70	1.0	0.5	1.0
7033	95	1.0	0.5	1.0
7034	110	1.0	0.5	1.0
7035	10	1.0	0.5	1.0
7036	10	1.0	0.5	1.0
7037	10	1.0	0.5	1.0
7038	10	1.0	0.5	1.0
7039	10	1.0	0.5	1.0
7045	8	0.8500000238418579	0.10000000149011612	0.10000000149011612
7046	40	0.8500000238418579	0.10000000149011612	0.10000000149011612
7047	50	0.8500000238418579	0.10000000149011612	0.10000000149011612
7048	60	0.8500000238418579	0.10000000149011612	0.10000000149011612
7050	80	0.8500000238418579	0.10000000149011612	0.10000000149011612
7051	81	0.8500000238418579	0.10000000149011612	0.10000000149011612
7052	85	0.8500000238418579	0.10000000149011612	0.10000000149011612
7053	90	0.8500000238418579	0.10000000149011612	0.10000000149011612
7054	95	0.8500000238418579	0.10000000149011612	0.10000000149011612
7055	100	0.8500000238418579	0.10000000149011612	0.10000000149011612
7056	105	0.8500000238418579	0.10000000149011612	0.10000000149011612
7057	110	0.8500000238418579	0.10000000149011612	0.10000000149011612
7060	50	1.0	0.5	1.0
7061	70	1.0	0.5	1.0
7062	50	0.0	0.0	0.0
7063	70	0.0	0.0	0.0
7064	10	0.8500000238418579	0.10000000149011612	0.10000000149011612
7065	45	1.0	0.5	1.0
7066	45	0.8500000238418579	0.10000000149011612	0.10000000149011612
7067	45	0.8500000238418579	0.10000000149011612	0.10000000149011612
7068	45	0.8500000238418579	0.10000000149011612	0.10000000149011612
7069	70	1.0	0.5	1.0
7070	70	0.8500000238418579	0.10000000149011612	0.10000000149011612
7071	70	0.8500000238418579	0.10000000149011612	0.10000000149011612
7072	70	0.8500000238418579	0.10000000149011612	0.10000000149011612
7073	92	1.0	0.5	1.0
7074	92	0.8500000238418579	0.10000000149011612	0.10000000149011612
7075	92	0.8500000238418579	0.10000000149011612	0.10000000149011612
7076	92	0.8500000238418579	0.10000000149011612	0.10000000149011612
7077	112	1.0	0.5	1.0
7078	112	0.8500000238418579	0.10000000149011612	0.10000000149011612
7079	112	0.8500000238418579	0.10000000149011612	0.10000000149011612
7080	112	0.8500000238418579	0.10000000149011612	0.10000000149011612
7081	20	1.0	0.5	1.0
7082	44	1.0	0.5	1.0
7083	44	0.8500000238418579	0.10000000149011612	0.10000000149011612
7085	44	0.0	0.0	0.0
7086	46	1.0	0.5	1.0
7087	46	0.8500000238418579	0.10000000149011612	0.10000000149011612
7089	46	0.0	0.0	0.0
7090	48	1.0	0.5	1.0
7091	48	0.8500000238418579	0.10000000149011612	0.10000000149011612
7093	48	0.0	0.0	0.0
7098	50	1.0	0.5	1.0
7099	50	0.8500000238418579	0.10000000149011612	0.10000000149011612
7101	50	0.0	0.0	0.0
7102	50	1.0	0.5	1.0
7103	50	0.8500000238418579	0.10000000149011612	0.10000000149011612
7105	50	0.0	0.0	0.0
7106	50	1.0	0.5	1.0
7107	50	0.8500000238418579	0.10000000149011612	0.10000000149011612
7109	50	0.0	0.0	0.0
7110	50	1.0	0.5	1.0
7111	50	0.8500000238418579	0.10000000149011612	0.10000000149011612
7113	50	0.0	0.0	0.0
7114	50	1.0	0.5	1.0
7115	50	0.8500000238418579	0.10000000149011612	0.10000000149011612
7117	50	0.0	0.0	0.0
7118	50	1.0	0.5	1.0
7119	50	0.8500000238418579	0.10000000149011612	0.10000000149011612
7121	50	0.0	0.0	0.0
7122	50	1.0	0.5	1.0
7123	50	0.8500000238418579	0.10000000149011612	0.10000000149011612
7125	50	0.0	0.0	0.0
7126	50	1.0	0.5	1.0
7127	50	0.8500000238418579	0.10000000149011612	0.10000000149011612
7129	50	0.0	0.0	0.0
7130	50	1.0	0.5	1.0
7131	50	0.8500000238418579	0.10000000149011612	0.10000000149011612
7133	50	0.0	0.0	0.0
7134	50	1.0	0.5	1.0
7135	50	0.8500000238418579	0.10000000149011612	0.10000000149011612
7137	50	0.0	0.0	0.0
7138	50	1.0	0.5	1.0
7139	50	0.8500000238418579	0.10000000149011612	0.10000000149011612
7141	50	0.0	0.0	0.0
7142	50	1.0	0.5	1.0
7143	50	0.8500000238418579	0.10000000149011612	0.10000000149011612
7145	50	0.0	0.0	0.0
7146	50	1.0	0.5	1.0
7147	50	0.8500000238418579	0.10000000149011612	0.10000000149011612
7149	50	0.0	0.0	0.0
7150	50	1.0	0.5	1.0
7151	50	0.8500000238418579	0.10000000149011612	0.10000000149011612
7153	50	0.0	0.0	0.0
7154	50	1.0	0.5	1.0
7155	50	0.8500000238418579	0.10000000149011612	0.10000000149011612
7157	50	0.0	0.0	0.0
7158	50	1.0	0.5	1.0
7159	40	0.8500000238418579	0.10000000149011612	0.10000000149011612
7160	40	1.0	0.5	1.0
7161	50	1.0	0.5	1.0
7162	65	1.0	0.5	1.0
7163	75	1.0	0.5	1.0
7164	81	1.0	0.5	1.0
7165	90	1.0	0.5	1.0
7166	95	1.0	0.5	1.0
7167	100	1.0	0.5	1.0
7168	105	1.0	0.5	1.0
7169	112	1.0	0.5	1.0
7170	118	1.0	0.5	1.0
7171	118	1.0	0.5	1.0
7172	40	1.0	0.5	1.0
7173	40	1.0	0.5	1.0
7174	40	1.0	0.5	1.0
7175	40	1.0	0.5	1.0
7176	40	1.0	0.5	1.0
7177	40	1.0	0.5	1.0
7179	50	1.0	0.5	1.0
7511	1	0.0	0.0	0.0
7512	1	0.8500000238418579	0.10000000149011612	0.10000000149011612
7513	40	0.0	0.0	0.0
7514	1	0.0	0.0	0.0
7515	1	0.0	0.0	0.0
7516	1	0.0	0.0	0.0
7517	1	0.0	0.0	0.0
7518	1	0.0	0.0	0.0
7519	1	0.0	0.0	0.0
7520	40	1.0	1.5	1.0
7521	40	1.0	1.5	1.0
7522	1	0.0	0.0	0.0
7523	1	0.0	0.0	0.0
7524	1	1.0	0.5	1.0
7525	1	0.8500000238418579	0.10000000149011612	0.10000000149011612
7526	1	0.0	0.0	0.0
7527	1	0.0	0.0	0.0
7528	1	0.0	0.0	0.0
7529	1	0.0	0.0	0.0
7530	1	0.8500000238418579	0.10000000149011612	0.10000000149011612
7531	1	0.8500000238418579	0.10000000149011612	0.10000000149011612
7532	1	0.8500000238418579	0.10000000149011612	0.10000000149011612
7533	1	0.8500000238418579	0.10000000149011612	0.10000000149011612
7534	1	0.8500000238418579	0.10000000149011612	0.10000000149011612
7535	1	0.8500000238418579	0.10000000149011612	0.10000000149011612
7536	1	1.0	1.0	1.0
7537	1	1.0	1.0	1.0
7538	1	0.0	0.0	0.0
7539	1	0.0	0.0	0.0
7540	1	0.0	0.0	0.0
7541	1	0.0	0.0	0.0
8002	1	0.0	0.0	0.0
8003	1	0.0	0.0	0.0
8004	1	0.0	0.0	0.0
8005	1	0.0	0.0	0.0
8006	1	0.0	0.0	0.0
8007	20	0.0	0.0	0.0
8009	20	0.0	0.0	0.0
8011	1	0.0	0.0	0.0
8018	1	0.0	0.0	0.0
8020	1	0.0	0.0	0.0
8021	1	1.0	1.0	1.0
8023	1	1.0	1.0	1.0
8027	1	0.0	0.0	0.0
8028	1	0.0	0.0	0.0
8029	1	0.0	0.0	0.0
8030	1	1.0	0.5	1.0
8031	1	1.0	0.5	1.0
8032	1	0.0	0.0	0.0
8033	1	0.0	0.0	0.0
8035	35	0.0	0.0	0.0
8036	35	0.0	0.0	0.0
8037	35	0.0	0.0	0.0
8038	1	0.0	0.0	0.0
8039	1	0.0	0.0	0.0
8040	1	0.0	0.0	0.0
8041	1	0.0	0.0	0.0
8042	1	0.0	0.0	0.0
8051	30	0.0	0.0	0.0
8052	30	0.0	0.0	0.0
8053	30	0.0	0.0	0.0
8054	30	0.0	0.0	0.0
8055	30	0.0	0.0	0.0
8061	30	0.0	0.0	0.0
8062	30	0.0	0.0	0.0
8063	30	0.0	0.0	0.0
8064	30	0.0	0.0	0.0
8065	30	0.0	0.0	0.0
8071	30	0.0	0.0	0.0
8072	30	0.0	0.0	0.0
8073	30	0.0	0.0	0.0
8074	30	0.0	0.0	0.0
8075	30	0.0	0.0	0.0
8097	20	0.0	0.0	0.0
8105	1	0.0	0.0	0.0
8109	41	0.0	0.0	0.0
8110	30	0.0	0.0	0.0
8111	30	0.0	0.0	0.0
8125	40	0.0	0.0	0.0
8126	40	0.0	0.0	0.0
8127	40	0.0	0.0	0.0
8128	40	0.0	0.0	0.0
8129	40	0.0	0.0	0.0
8130	40	0.0	0.0	0.0
8131	41	1.0	0.5	1.0
8132	41	0.0	0.0	0.0
8133	41	1.0	0.5	1.0
8134	41	0.0	0.0	0.0
8135	41	1.0	0.5	1.0
8136	41	0.0	0.0	0.0
8137	41	0.8500000238418579	0.10000000149011612	0.10000000149011612
9000	1	1.0	1.0	1.0
9013	8	0.0	0.0	0.0
9014	8	0.0	0.0	0.0
9015	8	0.0	0.0	0.0
9016	8	0.0	0.0	0.0
9018	1	0.0	0.0	0.0
9019	1	0.0	0.0	0.0
9022	1	0.0	0.0	0.0
9023	1	0.0	0.0	0.0
9024	1	0.0	0.0	0.0
9025	1	0.0	0.0	0.0
9026	1	0.0	0.0	0.0
9027	1	0.0	0.0	0.0
9030	1	0.0	0.0	0.0
9031	1	0.0	0.0	0.0
9032	1	0.0	0.0	0.0
9033	1	0.0	0.0	0.0
