# VENDORED MIRROR -- do not hand-edit.
# regenerate: python3 tools/pf_regen_lua_message_catalog.py
# source: pf_bridge/gamedata/tables/TEXTDATA_TH__MESSAGE.tsv
# source_sha256: 002f3145cc6f53c70fd2d3fda81d492d0db1574bf0fc07285606497632d08609
# source_rows: 907
# pulled: 2026-09-07
# message_text is \uXXXX-escaped so this file stays pure ASCII;
# decode with lua_api.message.unescape_message_text().
message_id	message_type	notify_type	message_text
295	5	0	\u0e40\u0e01\u0e34\u0e19\u0e02\u0e2d\u0e1a\u0e40\u0e02\u0e15\u0e17\u0e35\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e17\u0e33\u0e01\u0e32\u0e23\u0e22\u0e49\u0e2d\u0e21\u0e44\u0e14\u0e49 \u0e01\u0e23\u0e38\u0e13\u0e32\u0e08\u0e31\u0e14\u0e2a\u0e35\u0e17\u0e35\u0e48\u0e15\u0e49\u0e2d\u0e07\u0e01\u0e32\u0e23\u0e22\u0e49\u0e2d\u0e21\u0e43\u0e2b\u0e21\u0e48\u0e2d\u0e35\u0e01\u0e04\u0e23\u0e31\u0e49\u0e07!
296	3	0	\u0e20\u0e32\u0e23\u0e01\u0e34\u0e08: $V1  \u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08!
297	35	0	\u0e20\u0e32\u0e23\u0e01\u0e34\u0e08: $V1  \u0e25\u0e49\u0e21\u0e40\u0e2b\u0e25\u0e27!
298	3	0	MP \u0e44\u0e21\u0e48\u0e40\u0e1e\u0e35\u0e22\u0e07\u0e1e\u0e2d!
299	1	0	\u0e04\u0e19\u0e17\u0e35\u0e48\u0e17\u0e33\u0e01\u0e32\u0e23\u0e01\u0e23\u0e30\u0e0b\u0e34\u0e1a\u0e14\u0e49\u0e27\u0e22\u0e15\u0e49\u0e2d\u0e07\u0e44\u0e21\u0e48\u0e43\u0e0a\u0e48\u0e15\u0e19\u0e40\u0e2d\u0e07!
300	1	0	\u0e44\u0e21\u0e48\u0e44\u0e14\u0e49\u0e2d\u0e22\u0e39\u0e48\u0e43\u0e19\u0e17\u0e35\u0e21!
301	1	0	\u0e44\u0e21\u0e48\u0e44\u0e14\u0e49\u0e2d\u0e22\u0e39\u0e48\u0e43\u0e19\u0e01\u0e34\u0e25\u0e14\u0e4c!
302	1	0	\u0e43\u0e19\u0e15\u0e31\u0e27\u0e44\u0e21\u0e48\u0e21\u0e35\u0e40\u0e04\u0e23\u0e37\u0e48\u0e2d\u0e07\u0e02\u0e22\u0e32\u0e22\u0e40\u0e2a\u0e35\u0e22\u0e07!
303	1	0	\u0e40\u0e04\u0e23\u0e37\u0e48\u0e2d\u0e07\u0e02\u0e22\u0e32\u0e22\u0e40\u0e2a\u0e35\u0e22\u0e07\u0e44\u0e21\u0e48\u0e21\u0e35\u0e41\u0e1a\u0e15\u0e40\u0e15\u0e2d\u0e23\u0e35\u0e48\u0e41\u0e25\u0e49\u0e27!
304	3	0	\u0e1c\u0e2a\u0e21\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08 \u0e25\u0e39\u0e01\u0e40\u0e23\u0e37\u0e2d\u0e01\u0e33\u0e25\u0e31\u0e07\u0e40\u0e1b\u0e25\u0e35\u0e48\u0e22\u0e19\u0e41\u0e1b\u0e25\u0e07!
305	35	0	\u0e1c\u0e2a\u0e21\u0e25\u0e49\u0e21\u0e40\u0e2b\u0e25\u0e27 \u0e1e\u0e22\u0e32\u0e22\u0e32\u0e21\u0e40\u0e02\u0e49\u0e32 \u0e08\u0e30\u0e15\u0e49\u0e2d\u0e07\u0e21\u0e35\u0e2a\u0e31\u0e01\u0e27\u0e31\u0e19\u0e17\u0e35\u0e48\u0e17\u0e33\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08\u0e2d\u0e22\u0e48\u0e32\u0e07\u0e41\u0e19\u0e48\u0e19\u0e2d\u0e19!
306	3	0	\u0e2b\u0e31\u0e01\u0e40\u0e07\u0e34\u0e19
307	3	0	\u0e2b\u0e31\u0e01 [ $V1 ] $V2 \u0e2d\u0e31\u0e19!
308	35	0	\u0e01\u0e23\u0e38\u0e13\u0e32\u0e40\u0e25\u0e37\u0e2d\u0e01\u0e1b\u0e23\u0e30\u0e2a\u0e34\u0e17\u0e18\u0e34\u0e1c\u0e25 1 \u0e2d\u0e22\u0e48\u0e32\u0e07!
309	35	0	\u0e41\u0e15\u0e49\u0e21\u0e0a\u0e31\u0e49\u0e19\u0e27\u0e32\u0e07\u0e02\u0e2d\u0e07\u0e44\u0e21\u0e48\u0e40\u0e1e\u0e35\u0e22\u0e07\u0e1e\u0e2d!
310	67	0	\u0e44\u0e14\u0e49\u0e23\u0e31\u0e1a\u0e1c\u0e25 $V1 \u0e41\u0e25\u0e49\u0e27!
311	35	0	\u0e40\u0e01\u0e34\u0e19\u0e08\u0e33\u0e19\u0e27\u0e19\u0e17\u0e35\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e0b\u0e37\u0e49\u0e2d\u0e44\u0e14\u0e49\u0e02\u0e2d\u0e07\u0e44\u0e2d\u0e40\u0e17\u0e21\u0e19\u0e35\u0e49!
312	35	0	\u0e40\u0e01\u0e34\u0e19\u0e08\u0e33\u0e19\u0e27\u0e19\u0e17\u0e35\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e0b\u0e37\u0e49\u0e2d\u0e44\u0e14\u0e49\u0e43\u0e19\u0e27\u0e31\u0e19\u0e19\u0e35\u0e49\u0e02\u0e2d\u0e07\u0e44\u0e2d\u0e40\u0e17\u0e21\u0e19\u0e35\u0e49!
313	67	0	\u0e25\u0e1a\u0e20\u0e32\u0e23\u0e01\u0e34\u0e08 [ $V1 ] \u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08!
314	2	0	\u0e40\u0e1b\u0e49\u0e32\u0e2b\u0e21\u0e32\u0e22\u0e20\u0e32\u0e23\u0e01\u0e34\u0e08\u0e01\u0e33\u0e08\u0e31\u0e14: $V2!($V3/$V4)
315	2	0	\u0e2a\u0e01\u0e34\u0e25\u0e01\u0e33\u0e25\u0e31\u0e07\u0e04\u0e39\u0e25\u0e14\u0e32\u0e27\u0e19\u0e4c!
316	9	2	<text style="101" opentabpage="System_Social_Main;TAB_MAIL">\u0e01\u0e25\u0e48\u0e2d\u0e07\u0e08\u0e14\u0e2b\u0e21\u0e32\u0e22</text>\u0e21\u0e35\u0e08\u0e14\u0e2b\u0e21\u0e32\u0e22\u0e17\u0e35\u0e48\u0e22\u0e31\u0e07\u0e44\u0e21\u0e48\u0e44\u0e14\u0e49\u0e2d\u0e48\u0e32\u0e19!
317	1	0	\u0e01\u0e15\u0e34\u0e01\u0e32\u0e43\u0e19\u0e01\u0e32\u0e23\u0e40\u0e01\u0e47\u0e1a\u0e40\u0e1b\u0e25\u0e35\u0e48\u0e22\u0e19\u0e40\u0e1b\u0e47\u0e19 [ $V1 ] !
318	35	0	\u0e15\u0e33\u0e41\u0e2b\u0e19\u0e48\u0e07\u0e40\u0e25\u0e40\u0e27\u0e25\u0e1c\u0e34\u0e14\u0e1e\u0e25\u0e32\u0e14!
319	34	0	\u0e01\u0e23\u0e38\u0e13\u0e32\u0e2a\u0e23\u0e49\u0e32\u0e07\u0e15\u0e31\u0e27\u0e25\u0e30\u0e04\u0e23!
320	3	0	\u0e23\u0e2b\u0e31\u0e2a\u0e08\u0e30\u0e15\u0e49\u0e2d\u0e07\u0e44\u0e21\u0e48\u0e21\u0e35\u0e15\u0e31\u0e27\u0e2d\u0e31\u0e01\u0e29\u0e23\u0e1e\u0e34\u0e40\u0e28\u0e29\u0e2b\u0e23\u0e37\u0e2d\u0e19\u0e49\u0e2d\u0e22\u0e01\u0e27\u0e48\u0e32 2 \u0e15\u0e31\u0e27\u0e2d\u0e31\u0e01\u0e29\u0e23!
321	35	0	\u0e19\u0e48\u0e32\u0e40\u0e2a\u0e35\u0e22\u0e14\u0e32\u0e22 \u0e17\u0e48\u0e32\u0e19\u0e44\u0e21\u0e48\u0e44\u0e14\u0e49\u0e23\u0e31\u0e1a\u0e44\u0e2d\u0e40\u0e17\u0e21\u0e43\u0e14\u0e40\u0e25\u0e22!
322	65	0	\u0e25\u0e07\u0e17\u0e30\u0e40\u0e1a\u0e35\u0e22\u0e19 $V1 \u0e41\u0e25\u0e49\u0e27 \u0e23\u0e35\u0e1a\u0e44\u0e1b\u0e14\u0e39\u0e17\u0e35\u0e48\u0e15\u0e39\u0e49\u0e40\u0e01\u0e47\u0e1a\u0e02\u0e2d\u0e07\u0e2a\u0e34!
323	9	1	\u0e2d\u0e22\u0e48\u0e32\u0e07\u0e41\u0e23\u0e01\u0e17\u0e35\u0e48\u0e15\u0e49\u0e2d\u0e07\u0e17\u0e33\u0e40\u0e21\u0e37\u0e48\u0e2d\u0e40\u0e02\u0e49\u0e32\u0e40\u0e01\u0e21! \u0e40\u0e23\u0e34\u0e48\u0e21\u0e23\u0e31\u0e1a\u0e23\u0e32\u0e07\u0e27\u0e31\u0e25\u0e23\u0e32\u0e22\u0e27\u0e31\u0e19 <text style="101" openui="Daily_Reward"></text>!
324	9	1	<text style="101" openui="Daily_Reward">\u0e23\u0e32\u0e07\u0e27\u0e31\u0e25\u0e23\u0e32\u0e22\u0e27\u0e31\u0e19</text>\u0e21\u0e35\u0e44\u0e2d\u0e40\u0e17\u0e21\u0e17\u0e35\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e23\u0e31\u0e1a\u0e44\u0e14\u0e49 \u0e23\u0e35\u0e1a\u0e40\u0e1b\u0e34\u0e14\u0e2b\u0e19\u0e49\u0e32\u0e15\u0e48\u0e32\u0e07\u0e40\u0e25\u0e22!
325	3	0	\u0e43\u0e19\u0e01\u0e23\u0e30\u0e40\u0e1b\u0e4b\u0e32\u0e44\u0e21\u0e48\u0e21\u0e35\u0e44\u0e2d\u0e40\u0e17\u0e21\u0e17\u0e35\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e1b\u0e23\u0e30\u0e40\u0e21\u0e34\u0e19\u0e44\u0e14\u0e49!
326	2	0	\u0e2a\u0e16\u0e32\u0e19\u0e30\u0e43\u0e19\u0e1b\u0e31\u0e08\u0e08\u0e38\u0e1a\u0e31\u0e19\u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e43\u0e0a\u0e49\u0e04\u0e27\u0e32\u0e21\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e19\u0e35\u0e49\u0e44\u0e14\u0e49!
327	2	0	\u0e2a\u0e16\u0e32\u0e19\u0e30\u0e43\u0e19\u0e1b\u0e31\u0e08\u0e08\u0e38\u0e1a\u0e31\u0e19\u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e14\u0e33\u0e40\u0e19\u0e34\u0e19\u0e01\u0e32\u0e23\u0e44\u0e14\u0e49!
328	2	0	\u0e2a\u0e01\u0e34\u0e25\u0e01\u0e33\u0e25\u0e31\u0e07\u0e23\u0e35\u0e40\u0e0b\u0e47\u0e17!
329	2	0	\u0e40\u0e25\u0e37\u0e2d\u0e01\u0e40\u0e1b\u0e49\u0e32\u0e2b\u0e21\u0e32\u0e22\u0e44\u0e21\u0e48\u0e16\u0e39\u0e01\u0e15\u0e49\u0e2d\u0e07!
330	2	0	\u0e40\u0e25\u0e37\u0e2d\u0e01\u0e2d\u0e32\u0e27\u0e38\u0e18\u0e44\u0e21\u0e48\u0e16\u0e39\u0e01\u0e15\u0e49\u0e2d\u0e07!
331	2	0	\u0e04\u0e48\u0e32\u0e01\u0e33\u0e25\u0e31\u0e07\u0e44\u0e21\u0e48\u0e40\u0e1e\u0e35\u0e22\u0e07\u0e1e\u0e2d!
332	2	0	\u0e44\u0e01\u0e25\u0e40\u0e01\u0e34\u0e19\u0e44\u0e1b!
333	2	0	\u0e15\u0e49\u0e2d\u0e07\u0e40\u0e1c\u0e0a\u0e34\u0e0d\u0e2b\u0e19\u0e49\u0e32\u0e01\u0e31\u0e1a\u0e40\u0e1b\u0e49\u0e32\u0e2b\u0e21\u0e32\u0e22!
334	2	0	\u0e04\u0e23\u0e34\u0e15\u0e34\u0e04\u0e2d\u0e25
335	2	0	\u0e1b\u0e49\u0e2d\u0e07\u0e01\u0e31\u0e19
336	2	0	\u0e15\u0e49\u0e32\u0e19\u0e17\u0e32\u0e19
337	35	0	\u0e43\u0e2a\u0e48\u0e23\u0e2b\u0e31\u0e2a\u0e1c\u0e34\u0e14!
338	67	0	\u0e40\u0e1b\u0e25\u0e35\u0e48\u0e22\u0e19\u0e23\u0e2b\u0e31\u0e2a\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08!
339	65	0	\u0e2b\u0e25\u0e48\u0e2d\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08 \u0e23\u0e35\u0e1a\u0e43\u0e2a\u0e48\u0e40\u0e04\u0e23\u0e37\u0e48\u0e2d\u0e07\u0e2a\u0e27\u0e21\u0e43\u0e2a\u0e48\u0e2d\u0e31\u0e19\u0e43\u0e2b\u0e21\u0e48\u0e40\u0e25\u0e22\u0e2a\u0e34!
340	67	0	\u0e2a\u0e48\u0e07\u0e01\u0e25\u0e48\u0e2d\u0e07!
341	9	1	\u0e22\u0e34\u0e19\u0e14\u0e35\u0e14\u0e49\u0e27\u0e22 \u0e0a\u0e48\u0e2d\u0e07\u0e2b\u0e49\u0e2d\u0e07\u0e40\u0e01\u0e47\u0e1a\u0e40\u0e2b\u0e25\u0e49\u0e32\u0e40\u0e1e\u0e34\u0e48\u0e21 1 \u0e0a\u0e48\u0e2d\u0e07 \u0e01\u0e23\u0e38\u0e13\u0e32\u0e44\u0e1b\u0e22\u0e31\u0e07\u0e2b\u0e19\u0e49\u0e32\u0e15\u0e48\u0e32\u0e07 \u0e2b\u0e49\u0e2d\u0e07\u0e40\u0e01\u0e47\u0e1a\u0e40\u0e2b\u0e25\u0e49\u0e32 \u0e40\u0e1e\u0e37\u0e48\u0e2d\u0e22\u0e37\u0e19\u0e22\u0e31\u0e19!
342	35	0	\u0e43\u0e0a\u0e49\u0e08\u0e33\u0e19\u0e27\u0e19\u0e01\u0e32\u0e23\u0e2a\u0e48\u0e07\u0e14\u0e48\u0e27\u0e19\u0e2b\u0e21\u0e14\u0e41\u0e25\u0e49\u0e27 \u0e01\u0e23\u0e38\u0e13\u0e32\u0e23\u0e35\u0e40\u0e0b\u0e47\u0e17\u0e41\u0e25\u0e30\u0e14\u0e33\u0e40\u0e19\u0e34\u0e19\u0e01\u0e32\u0e23\u0e43\u0e2b\u0e21\u0e48\u0e2d\u0e35\u0e01\u0e04\u0e23\u0e49\u0e07!
343	1	0	\u0e40\u0e1b\u0e49\u0e32\u0e2b\u0e21\u0e32\u0e22\u0e1b\u0e31\u0e08\u0e08\u0e38\u0e1a\u0e31\u0e19\u0e44\u0e21\u0e48\u0e21\u0e35\u0e2d\u0e22\u0e39\u0e48 \u0e2b\u0e23\u0e37\u0e2d \u0e1b\u0e31\u0e08\u0e08\u0e38\u0e1a\u0e31\u0e19\u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e44\u0e1b\u0e22\u0e31\u0e07\u0e15\u0e33\u0e41\u0e2b\u0e19\u0e48\u0e07\u0e19\u0e31\u0e49\u0e19\u0e44\u0e14\u0e49!
344	1	0	\u0e40\u0e1b\u0e49\u0e32\u0e2b\u0e21\u0e32\u0e22\u0e2d\u0e22\u0e39\u0e48\u0e43\u0e19\u0e14\u0e31\u0e19\u0e40\u0e08\u0e35\u0e49\u0e22\u0e19 \u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e40\u0e02\u0e49\u0e32\u0e44\u0e14\u0e49!
345	1	0	\u0e40\u0e2a\u0e49\u0e19\u0e17\u0e32\u0e07\u0e21\u0e35\u0e2a\u0e34\u0e48\u0e07\u0e01\u0e35\u0e14\u0e02\u0e27\u0e32\u0e07 \u0e01\u0e23\u0e38\u0e13\u0e32\u0e40\u0e25\u0e37\u0e2d\u0e01\u0e15\u0e33\u0e41\u0e2b\u0e19\u0e48\u0e07\u0e2d\u0e37\u0e48\u0e19 \u0e2b\u0e23\u0e37\u0e2d\u0e01\u0e23\u0e30\u0e42\u0e14\u0e14\u0e25\u0e07\u0e21\u0e32\u0e08\u0e32\u0e01\u0e17\u0e35\u0e48\u0e2a\u0e39\u0e07\uff01
346	1	0	\u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e43\u0e0a\u0e49\u0e1f\u0e31\u0e07\u0e01\u0e4c\u0e0a\u0e31\u0e48\u0e19\u0e15\u0e34\u0e14\u0e15\u0e32\u0e21\u0e08\u0e32\u0e01\u0e15\u0e23\u0e07\u0e19\u0e35\u0e49\u0e44\u0e14\u0e49!
347	3	0	\u0e01\u0e23\u0e38\u0e13\u0e32\u0e40\u0e25\u0e37\u0e2d\u0e01\u0e14\u0e31\u0e19\u0e40\u0e08\u0e35\u0e49\u0e22\u0e19 1 \u0e14\u0e31\u0e19\u0e40\u0e08\u0e35\u0e49\u0e22\u0e19!
348	3	0	\u0e02\u0e49\u0e32\u0e08\u0e30\u0e1a\u0e2d\u0e01\u0e40\u0e08\u0e49\u0e32! \u0e02\u0e49\u0e32\u0e40\u0e1e\u0e34\u0e48\u0e07\u0e08\u0e30\u0e44\u0e14\u0e49\u0e04\u0e27\u0e32\u0e21\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08 $V1 \u0e21\u0e32\u0e19\u0e48\u0e30! \u0e2e\u0e48\u0e32\u0e46\u0e46\u0e46
349	5	0	\u0e23\u0e35\u0e40\u0e0b\u0e47\u0e17\u0e14\u0e31\u0e19\u0e40\u0e08\u0e35\u0e49\u0e22\u0e19\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08!
350	35	0	\u0e08\u0e33\u0e19\u0e27\u0e19\u0e18\u0e32\u0e15\u0e38\u0e17\u0e35\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e41\u0e22\u0e01\u0e44\u0e14\u0e49\u0e44\u0e21\u0e48\u0e40\u0e1e\u0e35\u0e22\u0e07\u0e1e\u0e2d!
351	36	0	\u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e2a\u0e48\u0e07\u0e14\u0e48\u0e27\u0e19\u0e43\u0e2b\u0e49\u0e01\u0e31\u0e1a\u0e15\u0e31\u0e27\u0e40\u0e2d\u0e07!
352	66	0	\u0e40\u0e23\u0e35\u0e22\u0e19\u0e23\u0e39\u0e49\u0e2a\u0e39\u0e15\u0e23\u0e43\u0e2b\u0e21\u0e48\u0e41\u0e25\u0e49\u0e27 \u0e23\u0e35\u0e1a\u0e44\u0e1b\u0e17\u0e35\u0e48\u0e2b\u0e49\u0e2d\u0e07\u0e40\u0e01\u0e47\u0e1a\u0e40\u0e2b\u0e25\u0e49\u0e32\u0e14\u0e39\u0e2a\u0e34\u0e27\u0e48\u0e32\u0e01\u0e25\u0e31\u0e48\u0e19\u0e44\u0e14\u0e49\u0e40\u0e2b\u0e25\u0e49\u0e32\u0e2d\u0e30\u0e44\u0e23\u0e2d\u0e2d\u0e01\u0e21\u0e32!
353	5	0	\u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e43\u0e0a\u0e49\u0e1f\u0e31\u0e07\u0e01\u0e4c\u0e0a\u0e31\u0e48\u0e19\u0e19\u0e35\u0e49\u0e17\u0e35\u0e48\u0e19\u0e35\u0e48\u0e44\u0e14\u0e49!
354	5	0	\u0e2a\u0e48\u0e07\u0e40\u0e19\u0e37\u0e49\u0e2d\u0e2b\u0e32\u0e01\u0e32\u0e23\u0e41\u0e08\u0e49\u0e07\u0e44\u0e1b\u0e41\u0e25\u0e49\u0e27! \u0e02\u0e2d\u0e1a\u0e04\u0e38\u0e13\u0e17\u0e35\u0e48\u0e0a\u0e48\u0e27\u0e22\u0e43\u0e2b\u0e49\u0e2a\u0e34\u0e48\u0e07\u0e41\u0e27\u0e14\u0e25\u0e49\u0e2d\u0e21\u0e14\u0e35\u0e02\u0e36\u0e49\u0e19!
355	5	0	\u0e17\u0e48\u0e32\u0e19\u0e41\u0e08\u0e49\u0e07 [ $V1 ] \u0e44\u0e1b\u0e41\u0e25\u0e49\u0e27!
356	5	0	\u0e04\u0e48\u0e32\u0e16\u0e14\u0e16\u0e2d\u0e22\u0e40\u0e2b\u0e25\u0e37\u0e2d 0!
357	5	0	\u0e04\u0e48\u0e32\u0e16\u0e14\u0e16\u0e2d\u0e22\u0e22\u0e31\u0e07\u0e40\u0e2b\u0e25\u0e37\u0e2d\u0e2d\u0e22\u0e39\u0e48 \u0e1e\u0e22\u0e32\u0e22\u0e32\u0e21\u0e40\u0e02\u0e49\u0e32!
358	34	0	\u0e22\u0e31\u0e07\u0e44\u0e21\u0e48\u0e44\u0e14\u0e49\u0e15\u0e31\u0e49\u0e07\u0e04\u0e48\u0e32\u0e1a\u0e32\u0e1b\u0e01\u0e33\u0e40\u0e19\u0e34\u0e14!
359	35	0	\u0e43\u0e2a\u0e48\u0e0a\u0e37\u0e48\u0e2d\u0e44\u0e21\u0e48\u0e16\u0e39\u0e01\u0e15\u0e49\u0e2d\u0e07\u0e15\u0e32\u0e21\u0e01\u0e0e\u0e23\u0e30\u0e40\u0e1a\u0e35\u0e22\u0e1a!
360	35	0	\u0e22\u0e31\u0e07\u0e44\u0e21\u0e48\u0e40\u0e01\u0e47\u0e1a\u0e40\u0e04\u0e23\u0e37\u0e48\u0e2d\u0e07\u0e2a\u0e27\u0e21\u0e43\u0e2a\u0e48 \u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e25\u0e2d\u0e07\u0e44\u0e14\u0e49!
361	9	1	 [ $V1 ] <text style="101" openui="ACHIEVEMENT_MAIN">\u0e04\u0e27\u0e32\u0e21\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08</text>\u0e2d\u0e31\u0e1e\u0e40\u0e14\u0e17\u0e04\u0e27\u0e32\u0e21\u0e04\u0e37\u0e1a\u0e2b\u0e19\u0e49\u0e32 ($V2/$V3)
362	9	1	 [ $V1 ] <text style="101" openui="ACHIEVEMENT_MAIN">\u0e04\u0e27\u0e32\u0e21\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08</text>\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08! \u0e01\u0e23\u0e38\u0e13\u0e32\u0e23\u0e31\u0e1a\u0e23\u0e32\u0e07\u0e27\u0e31\u0e25!
363	1	0	 [ $V1 ] \u0e44\u0e14\u0e49\u0e23\u0e31\u0e1a\u0e04\u0e27\u0e32\u0e21\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08 [$V2]!
364	9	2	\u0e40\u0e08\u0e49\u0e32\u0e44\u0e14\u0e49\u0e15\u0e32\u0e21\u0e43\u0e08\u0e2b\u0e27\u0e31\u0e07\u0e41\u0e25\u0e49\u0e27! \u0e23\u0e32\u0e07\u0e27\u0e31\u0e25 2 \u0e40\u0e17\u0e48\u0e32! \u0e23\u0e35\u0e1a\u0e40\u0e1b\u0e34\u0e14\u0e2b\u0e19\u0e49\u0e32\u0e15\u0e48\u0e32\u0e07<text style="101" openui="Guild_Main">\u0e01\u0e34\u0e25\u0e14\u0e4c</text>\u0e41\u0e25\u0e30\u0e23\u0e31\u0e1a\u0e23\u0e32\u0e07\u0e27\u0e31\u0e25\u0e40\u0e25\u0e22!
365	9	2	\u0e04\u0e27\u0e32\u0e21\u0e2b\u0e27\u0e31\u0e07\u0e02\u0e2d\u0e07\u0e17\u0e48\u0e32\u0e19\u0e44\u0e14\u0e49\u0e16\u0e39\u0e01\u0e20\u0e39\u0e15\u0e34\u0e19\u0e49\u0e2d\u0e22\u0e0a\u0e48\u0e27\u0e22\u0e17\u0e33\u0e43\u0e2b\u0e49\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08\u0e41\u0e25\u0e49\u0e27! \u0e23\u0e35\u0e1a\u0e40\u0e1b\u0e34\u0e14\u0e2b\u0e19\u0e49\u0e32\u0e15\u0e48\u0e32\u0e07<text style="101" openui="Guild_Main">\u0e01\u0e34\u0e25\u0e14\u0e4c</text>\u0e41\u0e25\u0e30\u0e23\u0e31\u0e1a\u0e23\u0e32\u0e07\u0e27\u0e31\u0e25\u0e40\u0e25\u0e22!
366	36	0	\u0e22\u0e31\u0e07\u0e44\u0e21\u0e48\u0e44\u0e14\u0e49\u0e15\u0e31\u0e49\u0e07\u0e04\u0e48\u0e32\u0e2a\u0e35!
367	3	0	\u0e43\u0e2a\u0e48\u0e23\u0e2b\u0e31\u0e2a\u0e1c\u0e34\u0e14!
368	131	0	\u0e42\u0e0a\u0e04\u0e14\u0e35\u0e21\u0e32\u0e01 \u0e22\u0e34\u0e19\u0e14\u0e35\u0e14\u0e49\u0e27\u0e22\u0e17\u0e48\u0e32\u0e19\u0e44\u0e14\u0e49\u0e23\u0e31\u0e1a\u0e04\u0e27\u0e32\u0e21\u0e41\u0e02\u0e47\u0e07\u0e41\u0e01\u0e23\u0e48\u0e07\u0e43\u0e19\u0e01\u0e32\u0e23\u0e15\u0e35\u0e1a\u0e27\u0e01\u0e40\u0e1e\u0e34\u0e48\u0e21\u0e02\u0e36\u0e49\u0e19!
369	3	0	\u0e19\u0e48\u0e32\u0e40\u0e2a\u0e35\u0e22\u0e14\u0e32\u0e22 \u0e40\u0e17\u0e1e\u0e18\u0e34\u0e14\u0e32\u0e41\u0e2b\u0e48\u0e07\u0e42\u0e0a\u0e04\u0e01\u0e33\u0e25\u0e31\u0e07\u0e08\u0e30\u0e44\u0e1b\u0e41\u0e25\u0e49\u0e27!
370	4	0	\u0e44\u0e2d\u0e40\u0e17\u0e21\u0e19\u0e35\u0e49\u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e25\u0e1a\u0e44\u0e14\u0e49!
371	36	0	\u0e44\u0e2d\u0e40\u0e17\u0e21\u0e19\u0e35\u0e49\u0e16\u0e39\u0e01\u0e25\u0e47\u0e2d\u0e01\u0e41\u0e25\u0e49\u0e27!
372	3	0	 $V1  \u0e41\u0e0a\u0e23\u0e4c\u0e01\u0e34\u0e08\u0e01\u0e23\u0e23\u0e21 [$V2] ~
373	4	0	\u0e25\u0e47\u0e2d\u0e04\u0e44\u0e2d\u0e40\u0e17\u0e21\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08
374	67	0	\u0e41\u0e0a\u0e23\u0e4c\u0e01\u0e34\u0e08\u0e01\u0e23\u0e23\u0e21 [ $V1 ] \u0e43\u0e2b\u0e49\u0e40\u0e1e\u0e37\u0e48\u0e2d\u0e19\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08!
375	4	0	\u0e08\u0e33\u0e19\u0e27\u0e19\u0e44\u0e21\u0e48\u0e40\u0e1e\u0e35\u0e22\u0e07\u0e1e\u0e2d \u0e01\u0e32\u0e23\u0e25\u0e47\u0e2d\u0e04\u0e25\u0e49\u0e21\u0e40\u0e2b\u0e25\u0e27
376	34	0	\u0e01\u0e23\u0e38\u0e13\u0e32\u0e15\u0e31\u0e49\u0e07\u0e23\u0e2b\u0e31\u0e2a!
377	4	0	\u0e1b\u0e25\u0e14\u0e25\u0e47\u0e2d\u0e01\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08
